Order Date,Ship Date,QB Num,P. O. #,Name,Qty(-),Qty(+),Item,Inventory Site,Remark
12/4/2024,1/24/2025,SO-20241441,240612,CYBERNET SYSTEMS CORPORATION,2,0,Wmkit-Nuvo9650AWP,WH01S-NTA,
12/10/2024,1/17/2025,SO-20241465,4500124585,Cognex Corporation,2,0,Win10Pro-ENG64,WH01S-NTA,
12/24/2024,1/3/2025,POD-241571,,Neousys Technology Incorp.,0,5,Win10IoT21-Value,WH01S-NTA,SO24120391
12/18/2024,7/4/2025,SO-20241507,QTD_SAM_2412172,"SAM Analytic Solutions, LLC",3,0,Win10IoT21-Value,WH01S-NTA,
12/5/2024,1/24/2025,SO-20241450,13247,"QDS Systems, Inc.",2,0,Win10IoT21-Value,WH01S-NTA,
12/24/2024,1/3/2025,POD-241571,,Neousys Technology Incorp.,0,10,Win10IoT21-High,WH01S-NTA,SO24120391
12/19/2024,7/4/2025,SO-20241512,PO-26241218-1_Neousys,"One Off Robotics, LLC",1,0,Win10IoT21-High,WH01S-NTA,
12/17/2024,1/10/2025,SO-20241502,QTD_FAA_241205,Federal Aviation Administration,2,0,Win10IoT21-High,WH01S-NTA,
12/19/2024,1/14/2025,SO-20241511,674452,"A.B. DISTRIBUTING, INC.",1,0,Win10IoT21-Entry,WH01S-NTA,
12/4/2024,1/24/2025,POD-241464,SO-20241427,Neousys Technology Incorp.,0,35,Win10IoT19-Value,WH01S-NTA,SO24120048
12/4/2024,1/24/2025,POD-241465,SO-20241428,Neousys Technology Incorp.,0,35,Win10IoT19-Value,WH01S-NTA,SO24120049
11/12/2024,1/23/2025,POD-241368,SO-20241336,Neousys Technology Incorp.,0,2,Win10IoT19-Value,WH01S-NTA,SO24110225
11/12/2024,1/21/2025,POD-241367,SO-20241335,Neousys Technology Incorp.,0,5,Win10IoT19-Value,WH01S-NTA,SO24110224
11/12/2024,1/21/2025,POD-241367,SO-20241335,Neousys Technology Incorp.,0,1,Win10IoT19-Value,WH01S-NTA,SO24110224
12/3/2024,7/4/2025,SO-20241429,41454402,Inficon Inc.,35,0,Win10IoT19-Value,WH01S-NTA,
12/3/2024,7/4/2025,SO-20241430,41454406,Inficon Inc.,35,0,Win10IoT19-Value,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241483,41455273,Inficon Inc.,35,0,Win10IoT19-Value,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241482,41455272,Inficon Inc.,35,0,Win10IoT19-Value,WH01S-NTA,
12/3/2024,2/4/2025,SO-20241428,41454400,Inficon Inc.,35,0,Win10IoT19-Value,WH01S-NTA,
12/3/2024,1/31/2025,SO-20241427,41454399,Inficon Inc.,5,0,Win10IoT19-Value,WH01S-NTA,
12/12/2024,1/31/2025,SO-20241485,41454399,Inficon Inc.,30,0,Win10IoT19-Value,WH01S-NTA,
11/11/2024,1/30/2025,SO-20241336,41451259,Inficon Inc.,2,0,Win10IoT19-Value,WH01S-NTA,
11/11/2024,1/28/2025,SO-20241335,41451259,Inficon Inc.,6,0,Win10IoT19-Value,WH01S-NTA,
12/4/2024,,POD-241466,SO-20241429,Neousys Technology Incorp.,0,35,Win10IoT19-Value,WH01S-NTA,SO24120050
12/4/2024,,POD-241467,SO-20241430,Neousys Technology Incorp.,0,35,Win10IoT19-Value,WH01S-NTA,SO24120051
12/9/2024,,POD-241492,,Neousys Technology Incorp.,0,35,Win10IoT19-Value,WH01S-NTA,SO24120135
12/9/2024,,POD-241493,,Neousys Technology Incorp.,0,35,Win10IoT19-Value,WH01S-NTA,SO24120136
11/26/2024,1/23/2025,POD-241437,,Neousys Technology Incorp.,0,25,Win10IoT19-Entry,WH01S-NTA,SO24110477
12/13/2024,7/4/2025,SO-20241488,4300069856,"Qualcomm Technologies, Inc.",3,0,U.2-SSD-7.68TB-PCIe-TLC-SS1,WH01S-NTA,
12/17/2024,7/4/2025,SO-20241500,42600000174,Qualcomm Arriver Software LLC,2,0,U.2-SSD-7.68TB-PCIe-TLC-SS1,WH01S-NTA,
10/7/2024,3/28/2025,SO-20241143,SAMI2024020,Sami Agtech Inc,3,0,TY-NVMe-Nuvo10208GC,WH01S-NTA,
12/18/2024,1/3/2025,SO-20241508,AI-000070,"Applied Intuition, Inc.",5,0,TY-NVMe-Nuvo10208GC,WH01S-NTA,
12/10/2024,12/31/2024,SO-20241466,NE007,AeroVect Technologies Inc.,20,0,TB-4Pole-Nuvo10208,WH01S-NTA,
12/26/2024,7/4/2025,SO-20241530,CCTV-P-47685,CCTV.Net,1,0,TB-3Pole-Nuvo3_5_7,WH01S-NTA,
12/10/2024,12/31/2024,SO-20241466,NE007,AeroVect Technologies Inc.,20,0,TB-3Pole-Nuvo10208,WH01S-NTA,
11/27/2024,1/6/2025,SO-20241420,503068,LASERAX INC,1,0,SSD-512GB-TLC5WT-TD,WH01S-NTA,
12/12/2024,1/23/2025,POD-241517,SO-20241477,Neousys Technology Incorp.,0,15,SSD-4TB-TLCWT5-IK,WH01S-NTA,SO24120197
12/11/2024,1/31/2025,SO-20241477,4504469154,Celestica LLC,15,0,SSD-4TB-TLCWT5-IK,WH01S-NTA,
12/23/2024,1/23/2025,POD-241565,SO-20241516,Neousys Technology Incorp.,0,2,SSD-4TB-TLC5WT-TD,WH01S-NTA,SO24120359
12/20/2024,1/30/2025,SO-20241516,55118,True North Enterprises,2,0,SSD-4TB-TLC5WT-TD,WH01S-NTA,
9/12/2024,12/23/2024,SO-20241004,PO-9907,Maritime Applied Physics Corporation,28,0,SSD-4TB-TLC5WT-TD,WH01S-NTA,
12/12/2024,2/7/2025,POD-241518,SO-20241479,Neousys Technology Incorp.,0,6,SSD-2TB-TLC5WT-TD,WH01S-NTA,SO24120198
12/11/2024,2/14/2025,SO-20241479,PO-0135052,Carnegie Robotics LLC,6,0,SSD-2TB-TLC5WT-TD,WH01S-NTA,
11/27/2024,1/6/2025,SO-20241420,503068,LASERAX INC,1,0,SSD-2TB-TLC5WT-TD,WH01S-NTA,
12/13/2024,7/4/2025,SO-20241488,4300069856,"Qualcomm Technologies, Inc.",3,0,SSD-2TB-TLC5ET-TD,WH01S-NTA,
12/17/2024,7/4/2025,SO-20241500,42600000174,Qualcomm Arriver Software LLC,2,0,SSD-2TB-TLC5ET-TD,WH01S-NTA,
12/17/2024,1/10/2025,SO-20241502,QTD_FAA_241205,Federal Aviation Administration,2,0,SSD-2TB-TLC5ET-TD,WH01S-NTA,
12/24/2024,1/3/2025,POD-241571,,Neousys Technology Incorp.,0,10,SSD-1TB-TLC5WT-TD,WH01S-NTA,SO24120391
12/5/2024,1/17/2025,POD-241472,SO-20241441,Neousys Technology Incorp.,0,2,SSD-1TB-TLC5WT-TD,WH01S-NTA,SO24120082
12/20/2024,7/4/2025,SO-20241515,4522669315,NSWCDD- Naval Surface Warfare Center,6,0,SSD-1TB-TLC5WT-TD,WH01S-NTA,
12/4/2024,1/24/2025,SO-20241441,240612,CYBERNET SYSTEMS CORPORATION,2,0,SSD-1TB-TLC5WT-TD,WH01S-NTA,
12/4/2024,1/24/2025,POD-241464,SO-20241427,Neousys Technology Incorp.,0,35,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24120048
12/4/2024,1/24/2025,POD-241465,SO-20241428,Neousys Technology Incorp.,0,35,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24120049
11/12/2024,1/23/2025,POD-241368,SO-20241336,Neousys Technology Incorp.,0,2,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24110225
11/12/2024,1/21/2025,POD-241367,SO-20241335,Neousys Technology Incorp.,0,5,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24110224
11/12/2024,1/21/2025,POD-241367,SO-20241335,Neousys Technology Incorp.,0,1,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24110224
12/17/2024,1/14/2025,POD-241539,SO-20241491,Neousys Technology Incorp.,0,20,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24120274
12/17/2024,1/14/2025,POD-241541,,Neousys Technology Incorp.,0,10,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24120276
12/3/2024,7/4/2025,SO-20241429,41454402,Inficon Inc.,35,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/3/2024,7/4/2025,SO-20241430,41454406,Inficon Inc.,35,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241483,41455273,Inficon Inc.,35,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241482,41455272,Inficon Inc.,35,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/16/2024,7/4/2025,SO-20241491,7000518181,Boston Scientific,23,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/3/2024,2/4/2025,SO-20241428,41454400,Inficon Inc.,35,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/3/2024,1/31/2025,SO-20241427,41454399,Inficon Inc.,5,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/12/2024,1/31/2025,SO-20241485,41454399,Inficon Inc.,30,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
11/11/2024,1/30/2025,SO-20241336,41451259,Inficon Inc.,2,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
11/11/2024,1/28/2025,SO-20241335,41451259,Inficon Inc.,6,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/5/2024,1/24/2025,SO-20241450,13247,"QDS Systems, Inc.",2,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/16/2024,1/3/2025,SO-20241490,7000518181,Boston Scientific,2,0,SSD-1TB-TLC5ET-TD,WH01S-NTA,
12/4/2024,,POD-241466,SO-20241429,Neousys Technology Incorp.,0,35,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24120050
12/4/2024,,POD-241467,SO-20241430,Neousys Technology Incorp.,0,35,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24120051
12/9/2024,,POD-241492,,Neousys Technology Incorp.,0,35,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24120135
12/9/2024,,POD-241493,,Neousys Technology Incorp.,0,35,SSD-1TB-TLC5ET-TD,WH01S-NTA,SO24120136
10/28/2024,1/14/2025,POD-241281,SO-20241249,Neousys Technology Incorp.,0,10,SSD-1TB-TLC-IK,WH01S-NTA,SO24100481
10/25/2024,2/3/2025,SO-20241249,25864,INDUSTRIES MACHINEX INC.,10,0,SSD-1TB-TLC-IK,WH01S-NTA,
10/25/2024,1/10/2025,SO-20241248,25864,INDUSTRIES MACHINEX INC.,10,0,SSD-1TB-TLC-IK,WH01S-NTA,
12/23/2024,1/23/2025,POD-241565,SO-20241516,Neousys Technology Incorp.,0,1,SEMIL-2047GC-i9IC-65W-TNE01,WH01S-NTA,SO24120359
12/12/2024,2/7/2025,POD-241518,SO-20241479,Neousys Technology Incorp.,0,3,SEMIL-2047GC-CRL-CF01,WH01S-NTA,SO24120198
12/12/2024,2/7/2025,POD-241518,SO-20241479,Neousys Technology Incorp.,0,3,SEMIL-2047GC-CRL,WH01S-NTA,SO24120198
12/11/2024,2/14/2025,SO-20241479,PO-0135052,Carnegie Robotics LLC,3,0,SEMIL-2047GC-CRL,WH01S-NTA,
12/23/2024,1/23/2025,POD-241565,SO-20241516,Neousys Technology Incorp.,0,1,SEMIL-2047GC,WH01S-NTA,SO24120359
12/20/2024,1/30/2025,SO-20241516,55118,True North Enterprises,1,0,SEMIL-2047GC,WH01S-NTA,
9/12/2024,12/23/2024,SO-20241004,PO-9907,Maritime Applied Physics Corporation,14,0,SEMIL-2047GC,WH01S-NTA,
11/20/2024,1/10/2025,SO-20241387,CO-214129,Arete Associates,2,0,SEMIL-2007,WH01S-NTA,
11/11/2024,1/3/2025,POD-241360,SO-20241330,Neousys Technology Incorp.,0,1,SEMIL-1748GC-10G-L4-EL06,WH01S-NTA,SO24110230
11/26/2024,1/10/2025,SO-20241408,BB9319197,Brunswick Boat Group,1,0,SEMIL-1748GC-10G-L4-BSK(EA),WH01S-NTA,
11/11/2024,1/3/2025,POD-241360,SO-20241330,Neousys Technology Incorp.,0,1,SEMIL-1748GC-10G-L4-BSK,WH01S-NTA,SO24110230
12/11/2024,1/10/2025,POD-241509,SO-20241442,Neousys Technology Incorp.,0,1,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,SO24120194
11/4/2024,1/28/2025,SO-20241300,8038363,Mitsubishi Electric Automotive America,6,0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,
12/4/2024,1/17/2025,SO-20241442,128041,"Pratt & Miller Engineering & Fabrication,",1,0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,
12/17/2024,1/10/2025,SO-20241502,QTD_FAA_241205,Federal Aviation Administration,2,0,Risr-M2B-mPCIe-SIMslot,WH01S-NTA,
12/16/2024,1/23/2025,POD-241530,,Neousys Technology Incorp.,0,2,RPnl-5Ant-NRU240S-AWP,WH01S-NTA,SO24120245
12/11/2024,1/10/2025,POD-241509,SO-20241442,Neousys Technology Incorp.,0,1,RPnl-5Ant-NRU240S-AWP,WH01S-NTA,SO24120194
12/4/2024,1/17/2025,SO-20241442,128041,"Pratt & Miller Engineering & Fabrication,",1,0,RPnl-5Ant-NRU240S-AWP,WH01S-NTA,
11/20/2024,1/10/2025,SO-20241387,CO-214129,Arete Associates,2,0,RPnl-3Ant-SEMIL20,WH01S-NTA,
12/11/2024,1/9/2025,SO-20241480,680710,AES-Advantage Electric Supply,2,0,POC-715-UL,WH01S-NTA,
12/11/2024,7/4/2025,SO-20241473,4500124828,Cognex Corporation,10,0,POC-715-CGN2,WH01S-NTA,
12/12/2024,,POD-241516,SO-20241473,Neousys Technology Incorp.,0,9,POC-715-CGN2,WH01S-NTA,SO24120196
12/12/2024,,POD-241516,SO-20241473,Neousys Technology Incorp.,0,1,POC-715-CGN2,WH01S-NTA,SO24120196
10/15/2024,1/23/2025,POD-241210,SO-20241175,Neousys Technology Incorp.,0,10,POC-551VTC-LME,WH01S-NTA,SO24100266
12/26/2024,7/4/2025,SO-20241526,Liebherr210049705,Mid-Atlantic Rugged Systems,15,0,POC-551VTC-LME,WH01S-NTA,
10/15/2024,1/31/2025,SO-20241175,Liebherr210048734,Mid-Atlantic Rugged Systems,10,0,POC-551VTC-LME,WH01S-NTA,
12/27/2024,,POD-241576,SO-20241526,Neousys Technology Incorp.,0,15,POC-551VTC-LME,WH01S-NTA,SO24120401
12/16/2024,1/7/2025,SO-20241494,39841,Ohio Gravure Technologies,2,0,POC-515,WH01S-NTA,
9/6/2024,1/10/2025,POD-240997,SO-20240974,Neousys Technology Incorp.,0,2,POC-410-WF-KS-CF1,WH01S-NTA,SO24090117
9/6/2024,1/10/2025,POD-240999,SO-20240975,Neousys Technology Incorp.,0,2,POC-410-WF-KS-CF1,WH01S-NTA,SO24090119
10/24/2024,1/10/2025,POD-241261,SO-20241228,Neousys Technology Incorp.,0,3,POC-410-WF-KS-CF1,WH01S-NTA,SO24100433
9/6/2024,1/10/2025,POD-240997,SO-20240974,Neousys Technology Incorp.,0,2,POC-410-WF-KS-CF1,WH01S-NTA,SO24090117
9/6/2024,1/10/2025,POD-240999,SO-20240975,Neousys Technology Incorp.,0,2,POC-410-WF-KS-CF1,WH01S-NTA,SO24090119
10/24/2024,1/10/2025,POD-241261,SO-20241228,Neousys Technology Incorp.,0,3,POC-410-WF-KS-CF1,WH01S-NTA,SO24100433
10/23/2024,2/28/2025,SO-20241228,9080097413,"Keysight Technologies, Inc.",3,0,POC-410-WF-KS,WH01S-NTA,
9/5/2024,1/31/2025,SO-20240974,9080091096,"Keysight Technologies, Inc.",2,0,POC-410-WF-KS,WH01S-NTA,
9/5/2024,1/10/2025,SO-20240975,9080091097,"Keysight Technologies, Inc.",2,0,POC-410-WF-KS,WH01S-NTA,
12/19/2024,1/14/2025,SO-20241511,674452,"A.B. DISTRIBUTING, INC.",1,0,POC-410,WH01S-NTA,
11/26/2024,1/23/2025,POD-241437,,Neousys Technology Incorp.,0,25,POC-330-AEI01-100,WH01S-NTA,SO24110477
11/26/2024,1/23/2025,POD-241437,,Neousys Technology Incorp.,0,25,POC-330,WH01S-NTA,SO24110477
12/20/2024,1/24/2025,SO-20241517,QTD_DapsterAI_2411222_2,Dapster AI,1,0,PCIe-USB381F,WH01S-NTA,
11/6/2024,,POD-241335,,Neousys Technology Incorp.,0,20,PCIe-USB380,WH01S-NTA,SO24110102
12/9/2024,1/8/2025,SO-20241462,CO-214179,Arete Associates,1,0,PCIe-PoE550X,WH01S-NTA,
12/3/2024,1/7/2025,SO-20241432,4500124118,Cognex Ireland Ltd.,9,0,PCIe-PoE454at,WH01S-NTA,
12/11/2024,1/3/2025,SO-20241481,4500124844,Cognex Ireland Ltd.,25,0,PCIe-PoE454at,WH01S-NTA,
10/28/2024,1/14/2025,POD-241281,SO-20241249,Neousys Technology Incorp.,0,10,PCIe-PoE354at-1,WH01S-NTA,SO24100481
10/25/2024,2/3/2025,SO-20241249,25864,INDUSTRIES MACHINEX INC.,10,0,PCIe-PoE354at-1,WH01S-NTA,
10/25/2024,1/10/2025,SO-20241248,25864,INDUSTRIES MACHINEX INC.,10,0,PCIe-PoE354at-1,WH01S-NTA,
12/20/2024,1/2/2025,SO-20241519,PSWI-234880,"Viper Imaging, LLC",1,0,PCIe-PoE334LP,WH01S-NTA,
12/6/2024,1/6/2025,SO-20241457,PUR00882245,UC San Diego,1,0,PCIe-GL26-JXN16,WH01S-NTA,
12/13/2024,7/4/2025,SO-20241488,4300069856,"Qualcomm Technologies, Inc.",3,0,PCIe-10G550X,WH01S-NTA,
12/17/2024,7/4/2025,SO-20241500,42600000174,Qualcomm Arriver Software LLC,2,0,PCIe-10G550X,WH01S-NTA,
10/7/2024,3/28/2025,SO-20241143,SAMI2024020,Sami Agtech Inc,3,0,PCIe-10G550X,WH01S-NTA,
12/5/2024,1/24/2025,SO-20241450,13247,"QDS Systems, Inc.",2,0,PB-2500J-PCIe-48V,WH01S-NTA,
12/19/2024,1/14/2025,SO-20241511,674452,"A.B. DISTRIBUTING, INC.",1,0,PA-60W-OW,WH01S-NTA,
12/23/2024,7/4/2025,SO-20241522,POV41964,Velasea,25,0,PA-600W-ENC,WH01S-NTA,
12/26/2024,7/4/2025,SO-20241527,1009,Volair Technologies Inc.,2,0,PA-600W-ENC,WH01S-NTA,
12/9/2024,1/8/2025,SO-20241462,CO-214179,Arete Associates,1,0,PA-600W-ENC,WH01S-NTA,
12/12/2024,1/3/2025,SO-20241484,4500826432,Musashi AI North America,1,0,PA-600W-ENC,WH01S-NTA,
12/27/2024,,POD-241574,,Neousys Technology Incorp.,0,10,PA-600W-ENC,WH01S-NTA,SO24120423
12/17/2024,1/3/2025,POD-241540,,Neousys Technology Incorp.,0,40,PA-280W-ET3,WH01S-NTA,SO24120275
12/16/2024,7/4/2025,SO-20241491,7000518181,Boston Scientific,23,0,PA-280W-ET3,WH01S-NTA,
12/19/2024,7/4/2025,SO-20241512,PO-26241218-1_Neousys,"One Off Robotics, LLC",1,0,PA-280W-ET3,WH01S-NTA,
12/9/2024,1/31/2025,SO-20241464,QTD_MLS_2412062,"Mighty Lube Systematic Lubrication, Inc",2,0,PA-280W-ET3,WH01S-NTA,
11/26/2024,1/10/2025,SO-20241408,BB9319197,Brunswick Boat Group,1,0,PA-280W-ET3,WH01S-NTA,
12/9/2024,1/7/2025,SO-20241463,QTD_MLS_2412062,"Mighty Lube Systematic Lubrication, Inc",1,0,PA-280W-ET3,WH01S-NTA,
12/16/2024,1/3/2025,SO-20241490,7000518181,Boston Scientific,2,0,PA-280W-ET3,WH01S-NTA,
12/6/2024,1/13/2025,POD-241482,,Neousys Technology Incorp.,0,20,PA-280W-ET2,WH01S-NTA,SO24120104
12/20/2024,7/4/2025,SO-20241515,4522669315,NSWCDD- Naval Surface Warfare Center,3,0,PA-280W-ET2,WH01S-NTA,
11/26/2024,1/24/2025,SO-20241405,1034002094,FEV North America Inc.,1,0,PA-280W-ET2,WH01S-NTA,
12/5/2024,1/24/2025,SO-20241450,13247,"QDS Systems, Inc.",2,0,PA-280W-ET2,WH01S-NTA,
12/20/2024,1/24/2025,SO-20241517,QTD_DapsterAI_2411222_2,Dapster AI,1,0,PA-280W-ET2,WH01S-NTA,
11/27/2024,1/6/2025,SO-20241420,503068,LASERAX INC,1,0,PA-280W-ET2,WH01S-NTA,
11/21/2024,1/3/2025,POD-241426,SO-20241387,Neousys Technology Incorp.,0,2,PA-280W-CW6P-2P,WH01S-NTA,SO24110487
11/20/2024,1/10/2025,SO-20241387,CO-214129,Arete Associates,2,0,PA-280W-CW6P-2P,WH01S-NTA,
12/9/2024,2/21/2025,POD-241494,,Neousys Technology Incorp.,0,70,PA-160W-OW,WH01S-NTA,SO24120137
12/4/2024,1/24/2025,POD-241468,,Neousys Technology Incorp.,0,140,PA-160W-OW,WH01S-NTA,SO24120052
12/3/2024,7/4/2025,SO-20241429,41454402,Inficon Inc.,35,0,PA-160W-OW,WH01S-NTA,
12/3/2024,7/4/2025,SO-20241430,41454406,Inficon Inc.,35,0,PA-160W-OW,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241483,41455273,Inficon Inc.,35,0,PA-160W-OW,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241482,41455272,Inficon Inc.,35,0,PA-160W-OW,WH01S-NTA,
12/13/2024,7/4/2025,SO-20241488,4300069856,"Qualcomm Technologies, Inc.",3,0,PA-160W-OW,WH01S-NTA,
12/17/2024,7/4/2025,SO-20241500,42600000174,Qualcomm Arriver Software LLC,2,0,PA-160W-OW,WH01S-NTA,
12/3/2024,2/4/2025,SO-20241428,41454400,Inficon Inc.,35,0,PA-160W-OW,WH01S-NTA,
12/3/2024,1/31/2025,SO-20241427,41454399,Inficon Inc.,5,0,PA-160W-OW,WH01S-NTA,
12/12/2024,1/31/2025,SO-20241485,41454399,Inficon Inc.,30,0,PA-160W-OW,WH01S-NTA,
11/11/2024,1/30/2025,SO-20241336,41451259,Inficon Inc.,2,0,PA-160W-OW,WH01S-NTA,
12/18/2024,1/30/2025,SO-20241510,2105164740,US Army Research Laboratory (MD),2,0,PA-160W-OW,WH01S-NTA,
12/20/2024,1/30/2025,SO-20241520,QTD_Zordi_2412053,"Zordi, Inc.",1,0,PA-160W-OW,WH01S-NTA,
11/11/2024,1/28/2025,SO-20241335,41451259,Inficon Inc.,6,0,PA-160W-OW,WH01S-NTA,
12/26/2024,7/4/2025,SO-20241530,CCTV-P-47685,CCTV.Net,1,0,PA-120W-OW,WH01S-NTA,
10/23/2024,2/28/2025,SO-20241228,9080097413,"Keysight Technologies, Inc.",3,0,PA-120W-OW,WH01S-NTA,
9/5/2024,1/31/2025,SO-20240974,9080091096,"Keysight Technologies, Inc.",2,0,PA-120W-OW,WH01S-NTA,
12/26/2024,1/24/2025,SO-20241528,M55652,"INFLEXION POINT, LLC",5,0,PA-120W-OW,WH01S-NTA,
12/16/2024,1/23/2025,SO-20241493,PO00001804,Strayos Inc,10,0,PA-120W-OW,WH01S-NTA,
9/5/2024,1/10/2025,SO-20240975,9080091097,"Keysight Technologies, Inc.",2,0,PA-120W-OW,WH01S-NTA,
12/11/2024,1/7/2025,SO-20241476,M55605,"INFLEXION POINT, LLC",2,0,PA-120W-OW,WH01S-NTA,
12/16/2024,1/7/2025,SO-20241494,39841,Ohio Gravure Technologies,2,0,PA-120W-OW,WH01S-NTA,
12/3/2024,7/4/2025,SO-20241429,41454402,Inficon Inc.,35,0,OPC_SW110T1MA_VIPA-20,WH01S-NTA,
12/3/2024,7/4/2025,SO-20241430,41454406,Inficon Inc.,35,0,OPC_SW110T1MA_VIPA-20,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241483,41455273,Inficon Inc.,35,0,OPC_SW110T1MA_VIPA-20,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241482,41455272,Inficon Inc.,35,0,OPC_SW110T1MA_VIPA-20,WH01S-NTA,
12/3/2024,2/4/2025,SO-20241428,41454400,Inficon Inc.,35,0,OPC_SW110T1MA_VIPA-20,WH01S-NTA,
12/3/2024,1/31/2025,SO-20241427,41454399,Inficon Inc.,5,0,OPC_SW110T1MA_VIPA-20,WH01S-NTA,
12/12/2024,1/31/2025,SO-20241485,41454399,Inficon Inc.,30,0,OPC_SW110T1MA_VIPA-20,WH01S-NTA,
12/5/2024,1/17/2025,POD-241472,SO-20241441,Neousys Technology Incorp.,0,2,Nuvo-9650AWP-PoE-i9IC-65W,WH01S-NTA,SO24120082
12/5/2024,1/17/2025,POD-241472,SO-20241441,Neousys Technology Incorp.,0,2,Nuvo-9650AWP-PoE,WH01S-NTA,SO24120082
12/4/2024,1/24/2025,SO-20241441,240612,CYBERNET SYSTEMS CORPORATION,2,0,Nuvo-9650AWP-PoE,WH01S-NTA,
12/26/2024,7/4/2025,SO-20241529,PO01178,Jet Stream Systems Inc.,5,0,Nuvo-9531-PoE-IGN,WH01S-NTA,
12/27/2024,,POD-241577,SO-20241529,Neousys Technology Incorp.,0,1,Nuvo-9531-PoE-IGN,WH01S-NTA,SO24120428
12/18/2024,7/4/2025,SO-20241507,QTD_SAM_2412172,"SAM Analytic Solutions, LLC",3,0,Nuvo-9531-PoE,WH01S-NTA,
12/11/2024,1/21/2025,POD-241505,SO-20241464,Neousys Technology Incorp.,0,2,Nuvo-9531-MLS(EA),WH01S-NTA,SO24120184
12/11/2024,1/21/2025,POD-241505,SO-20241464,Neousys Technology Incorp.,0,2,Nuvo-9531-MLS,WH01S-NTA,SO24120184
12/9/2024,1/31/2025,SO-20241464,QTD_MLS_2412062,"Mighty Lube Systematic Lubrication, Inc",2,0,Nuvo-9531-MLS,WH01S-NTA,
12/9/2024,1/7/2025,SO-20241463,QTD_MLS_2412062,"Mighty Lube Systematic Lubrication, Inc",1,0,Nuvo-9531,WH01S-NTA,
11/12/2024,1/3/2025,SO-20241347,1071,Navflex Inc.,1,0,Nuvo-9166GC-PoE-UL,WH01S-NTA,
12/13/2024,1/10/2025,POD-241522,,Neousys Technology Incorp.,0,2,Nuvo-9160GC-PoE,WH01S-NTA,SO24120212
12/13/2024,1/10/2025,POD-241522,,Neousys Technology Incorp.,0,2,Nuvo-9160GC-PoE,WH01S-NTA,SO24120212
12/20/2024,7/4/2025,SO-20241521,4500829442,Musashi AI North America,3,0,Nuvo-9160GC-PoE,WH01S-NTA,
12/12/2024,1/3/2025,SO-20241484,4500826432,Musashi AI North America,1,0,Nuvo-9160GC-PoE,WH01S-NTA,
12/27/2024,,POD-241575,,Neousys Technology Incorp.,0,4,Nuvo-9160GC-PoE,WH01S-NTA,SO24120424
12/27/2024,,POD-241575,,Neousys Technology Incorp.,0,4,Nuvo-9160GC-PoE,WH01S-NTA,SO24120424
12/13/2024,1/10/2025,POD-241522,,Neousys Technology Incorp.,0,2,Nuvo-9160GC,WH01S-NTA,SO24120212
12/13/2024,1/10/2025,POD-241522,,Neousys Technology Incorp.,0,2,Nuvo-9160GC,WH01S-NTA,SO24120212
12/23/2024,7/4/2025,SO-20241522,POV41964,Velasea,25,0,Nuvo-9160GC,WH01S-NTA,
12/26/2024,7/4/2025,SO-20241527,1009,Volair Technologies Inc.,2,0,Nuvo-9160GC,WH01S-NTA,
12/19/2024,7/4/2025,SO-20241512,PO-26241218-1_Neousys,"One Off Robotics, LLC",1,0,Nuvo-9006LP,WH01S-NTA,
11/27/2024,1/6/2025,SO-20241420,503068,LASERAX INC,1,0,Nuvo-9006E-PoE,WH01S-NTA,
12/4/2024,1/24/2025,POD-241464,SO-20241427,Neousys Technology Incorp.,0,35,Nuvo-9006E-IFCN-CF2,WH01S-NTA,SO24120048
