,"Date","Num","Name","Source Name","Memo","Deliv Date","Qty","Rcv'd","Backordered","Amount","Open Balance"
"Inventory",,,,,,,,,,,
"Accessory",,,,,,,,,,,
,"08/15/2025","POD-251164","Dexterity, Inc.","Neousys Technology Incorp.","PCIe-USB380  8-Port USB 3.0 host adapter with 4x independent USB 3.0 controllers","10/01/2025",1,0,1,108.00,108.00
"Total PCIe-USB380",,,,,,,2,0,2,216.00,216.00
"Total Frame Grabber Card",,,,,,,46,0,46,8400.00,8400.00
"GPU Card",,,,,,,,,,,
"GC-RTX4060-GABE",,,,,,,,,,,
,"08/15/2025","POD-251163","Neousys Technology Incorp.","Neousys Technology Incorp.","GC-RTX4060-GABE  GIGABYTE GeForce RTX 4060 D6 8G.  MPN: GIGABYTE GV-N4060D6-8GD","09/03/2025",1,0,1,409.00,409.00
"Total GC-RTX4060-GABE",,,,,,,1,0,1,409.00,409.00
"GC-RTXA2000-12GB-PNY",,,,,,,,,,,
,"08/26/2025","POD-251218","Amazon","Amazon","GC-RTXA2000-12GB-PNY  Quadro RTX A2000 12GB","09/19/2025",1,0,1,615.00,615.00
"Total GC-RTXA2000-12GB-PNY",,,,,,,1,0,1,615.00,615.00
"GC-RTXA4000-LT1",,,,,,,,,,,
,"06/12/2025","POD-250847","Neousys Technology Incorp.","Neousys Technology Incorp.","GC-RTXA4000-LT1  NVIDIA RTX A4000 16GB GDDR6, 140W  MPN: NVIDIA 900-5G190-2200-000","09/17/2025",20,0,20,23260.00,23260.00
"Total GC-RTXA4000-LT1",,,,,,,20,0,20,23260.00,23260.00
"Total GPU Card",,,,,,,22,0,22,24284.00,24284.00
"Mechanical Parts",,,,,,,,,,,
"Nuvo-7000DE Front Panel",,,,,,,,,,,
,"09/11/2025","POD-251297","CDS Inc.","Neousys Technology Incorp.","Nuvo-7000DE Front Panel  Nuvo-7000DE Front Panel.","09/17/2025",1,0,1,12.00,12.00
"Total Nuvo-7000DE Front Panel",,,,,,,1,0,1,12.00,12.00
"Total Mechanical Parts",,,,,,,1,0,1,12.00,12.00
"Memory Module",,,,,,,,,,,
"DDR3L-4GB-WT18-DL1",,,,,,,,,,,
,"07/25/2025","POD-251057","Automated Environments","Neousys Technology Incorp.","DDR3L-4GB-WT18-DL1  DDR3L-1866 1.35V 4GB SO-DIMM, operating temperature -40 to 85°C.  MPN: DSL D...","09/17/2025",25,0,25,925.00,925.00
,"07/25/2025","POD-251058","Automated Environments","Neousys Technology Incorp.","DDR3L-4GB-WT18-DL1  DDR3L-1866 1.35V 4GB SO-DIMM, operating temperature -40 to 85°C.  MPN: DSL D...","09/24/2025",25,0,25,925.00,925.00
,"07/25/2025","POD-251059","Automated Environments","Neousys Technology Incorp.","DDR3L-4GB-WT18-DL1  DDR3L-1866 1.35V 4GB SO-DIMM, operating temperature -40 to 85°C.  MPN: DSL D...","10/22/2025",25,0,25,925.00,925.00
,"07/25/2025","POD-251060","Automated Environments","Neousys Technology Incorp.","DDR3L-4GB-WT18-DL1  DDR3L-1866 1.35V 4GB SO-DIMM, operating temperature -40 to 85°C.  MPN: DSL D...","11/19/2025",25,0,25,925.00,925.00
"Total DDR3L-4GB-WT18-DL1",,,,,,,100,0,100,3700.00,3700.00
"DDR4-16GB-32-SM",,,,,,,,,,,
,"05/05/2025","POD-250647","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR4-16GB-32-SM  DDR4-3200 1.2V 16GB SO-DIMM 0 ~ 85°C.  MPN: SMART ST2046SO410825-SE","09/03/2025",10,0,10,610.00,610.00
,"05/05/2025","POD-250648","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR4-16GB-32-SM  DDR4-3200 1.2V 16GB SO-DIMM 0 ~ 85°C.  MPN: SMART ST2046SO410825-SE","10/01/2025",10,0,10,610.00,610.00
,"05/05/2025","POD-250649","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR4-16GB-32-SM  DDR4-3200 1.2V 16GB SO-DIMM 0 ~ 85°C.  MPN: SMART ST2046SO410825-SE","11/05/2025",10,0,10,610.00,610.00
,"05/05/2025","POD-250650","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR4-16GB-32-SM  DDR4-3200 1.2V 16GB SO-DIMM 0 ~ 85°C.  MPN: SMART ST2046SO410825-SE","12/03/2025",10,0,10,610.00,610.00
,"06/12/2025","POD-250847","INDUSTRIES MACHINEX INC.","Neousys Technology Incorp.","DDR4-16GB-32-SM  DDR4-3200 1.2V 16GB SO-DIMM 0 ~ 85°C.  MPN: SMART ST2046SO410825-SE","09/17/2025",40,0,40,3280.00,3280.00
,"07/10/2025","POD-250976","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","DDR4-16GB-32-SM  DDR4-3200 1.2V 16GB SO-DIMM 0 ~ 85°C.  MPN: SMART ST2046SO410825-SE","08/29/2025",25,5,20,1525.00,1220.00
,"07/10/2025","POD-250977","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","DDR4-16GB-32-SM  DDR4-3200 1.2V 16GB SO-DIMM 0 ~ 85°C.  MPN: SMART ST2046SO410825-SE","08/29/2025",25,5,20,1525.00,1220.00
,"07/16/2025","POD-251002","SMART Modular Technologies, Inc.","SMART Modular Technologies, Inc.","DDR4-16GB-32-SM  DDR4-3200 1.2V 16GB SO-DIMM 0 ~ 85°C.  MPN: SMART ST2046SO410825-SE","09/16/2025",150,0,150,9000.00,9000.00
,"09/08/2025","POD-251278","INFLEXION POINT, LLC","Neousys Technology Incorp.","DDR4-16GB-32-SM  DDR4-3200 1.2V 16GB SO-DIMM 0 ~ 85°C.  MPN: SMART ST2046SO410825-SE","09/24/2025",20,0,20,1640.00,1640.00
"Total DDR4-16GB-32-SM",,,,,,,300,10,290,19410.00,18800.00
"DDR4-16GB-WT32-SM",,,,,,,,,,,
,"07/16/2025","POD-251002","SMART Modular Technologies, Inc.","SMART Modular Technologies, Inc.","DDR4-16GB-WT32-SM  EN,16GB PC4-3200 SODIMM UNB 2RX8 I-TEMP  MPN SMART STI2046SO410825-SE","09/16/2025",50,0,50,3400.00,3400.00
"Total DDR4-16GB-WT32-SM",,,,,,,50,0,50,3400.00,3400.00
"DDR4-32GB-32-SM",,,,,,,,,,,
,"09/15/2025","POD-251319","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR4-32GB-32-SM  DDR4-3200 1.2V 32GB SO-DIMM 0~+85°C  MPN: SMART ST4096SO420825-SA","09/24/2025",8,0,8,1280.00,1280.00
"Total DDR4-32GB-32-SM",,,,,,,8,0,8,1280.00,1280.00
"DDR4-32GB-ECC26WT-DL",,,,,,,,,,,
,"08/18/2025","POD-251173","Navico Group Americas LLC","Neousys Technology Incorp.","DDR4-32GB-ECC26WT-DL  DDR4-2666 1.2V 32GB ECC SO-DIMM -40~+85°C.","09/24/2025",1,0,1,130.00,130.00
,"08/28/2025","POD-251229","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR4-32GB-ECC26WT-DL  DDR4-2666 1.2V 32GB ECC SO-DIMM -40~+85°C.","09/12/2025",6,0,6,780.00,780.00
"Total DDR4-32GB-ECC26WT-DL",,,,,,,7,0,7,910.00,910.00
"DDR4-32GB-WT32-SM",,,,,,,,,,,
,"07/16/2025","POD-251002","SMART Modular Technologies, Inc.","SMART Modular Technologies, Inc.","DDR4-32GB-WT32-SM  EN,32GB PC4-3200 SODIMM UNB 2RX8 I-TEMP  MPN: SMART STI4096SO420825-SA","09/16/2025",50,0,50,6250.00,6250.00
,"08/07/2025","POD-251130","RIOS Intelligent Machines, Inc.","Neousys Technology Incorp.","*DDR4-32GB-WT32-SM  DDR4-3200 1.2V 32GB SO-DIMM -40~+85°C","09/10/2025",2,0,2,332.00,332.00
,"09/17/2025","POD-251333","The Alliance","Neousys Technology Incorp.","*DDR4-32GB-WT32-SM  DDR4-3200 1.2V 32GB SO-DIMM -40~+85°C","10/01/2025",10,0,10,1660.00,1660.00
"Total DDR4-32GB-WT32-SM",,,,,,,62,0,62,8242.00,8242.00
"DDR4-8GB-32-SM",,,,,,,,,,,
,"06/19/2025","POD-250884","Tek84 Inc.","Neousys Technology Incorp.","DDR4-8GB-32-SM  DDR4-3200 1.2V 8GB SO-DIMM 0 ~ 85°C.  MPN SMART ST1026SO410825-SE","10/01/2025",20,0,20,640.00,640.00
"Total DDR4-8GB-32-SM",,,,,,,20,0,20,640.00,640.00
"DDR5-16GB-56-SM",,,,,,,,,,,
,"07/25/2025","POD-251061","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR5-16GB-56-SM  DDR5-5600 1.1V 16GB SO-DIMM 0~+85°C.  MPN: SMART SR2G6SO5288-SP","08/13/2025",5,0,5,550.00,550.00
,"07/25/2025","POD-251061","Cognex Corporation","Neousys Technology Incorp.","DDR5-16GB-56-SM  DDR5-5600 1.1V 16GB SO-DIMM 0~+85°C.  MPN: SMART SR2G6SO5288-SP","08/13/2025",10,0,10,1100.00,1100.00
,"07/25/2025","POD-251062","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR5-16GB-56-SM  DDR5-5600 1.1V 16GB SO-DIMM 0~+85°C.  MPN: SMART SR2G6SO5288-SP","12/24/2025",5,0,5,550.00,550.00
,"07/25/2025","POD-251062","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR5-16GB-56-SM  DDR5-5600 1.1V 16GB SO-DIMM 0~+85°C.  MPN: SMART SR2G6SO5288-SP","12/24/2025",5,0,5,550.00,550.00
,"09/03/2025","POD-251259","CoastIPC, Inc.","Neousys Technology Incorp.","DDR5-16GB-56-SM  DDR5-5600 1.1V 16GB SO-DIMM 0~+85°C.  MPN: SMART SR2G6SO5288-SP","09/19/2025",13,0,13,1430.00,1430.00
,"09/15/2025","POD-251319","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR5-16GB-56-SM  DDR5-5600 1.1V 16GB SO-DIMM 0~+85°C.  MPN: SMART SR2G6SO5288-SP","09/24/2025",26,0,26,2860.00,2860.00
"Total DDR5-16GB-56-SM",,,,,,,64,0,64,7040.00,7040.00
"DDR5-16GB-56WT-SM",,,,,,,,,,,
,"09/08/2025","POD-251286","AIM Intelligent Machines","Neousys Technology Incorp.","DDR5-16GB-56WT-SM  DDR5-5600 1.1V 16GB SO-DIMM -40~+85°C-WT.  MPN: SMART SRI2G6SO5288-SP","10/01/2025",14,0,14,1666.00,1666.00
,"09/15/2025","POD-251319","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR5-16GB-56WT-SM  DDR5-5600 1.1V 16GB SO-DIMM -40~+85°C-WT.  MPN: SMART SRI2G6SO5288-SP","09/24/2025",50,0,50,5950.00,5950.00
"Total DDR5-16GB-56WT-SM",,,,,,,64,0,64,7616.00,7616.00
"DDR5-32GB-48-IK",,,,,,,,,,,
,"07/10/2025","POD-250978","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","DDR5-32GB-48-IK  SODIMM 32GB DDR5-4800.","09/26/2025",24,0,24,4392.00,4392.00
"Total DDR5-32GB-48-IK",,,,,,,24,0,24,4392.00,4392.00
"DDR5-32GB-48-SM",,,,,,,,,,,
,"07/23/2025","POD-251033","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR5-32GB-48-SM  DDR5-4800 1.1V 32GB SO-DIMM 0~+85°C.  MPN: SMART SR4G6SO5285-SB","08/20/2025",50,0,50,10100.00,10100.00
"Total DDR5-32GB-48-SM",,,,,,,50,0,50,10100.00,10100.00
"DDR5-32GB-48WT-SM",,,,,,,,,,,
,"07/16/2025","POD-251002","SMART Modular Technologies, Inc.","SMART Modular Technologies, Inc.","DDR5-32GB-48WT-SM  DDR5-4800 1.1V 32GB SO-DIMM -40~+85°C-WT.  MPN: SMART SRI4G6SO5285-SB","09/16/2025",50,0,50,7800.00,7800.00
,"08/14/2025","POD-251157","Near Earth Autonomy","Neousys Technology Incorp.","DDR5-32GB-48WT-SM  DDR5-4800 1.1V 32GB SO-DIMM -40~+85°C-WT.","09/03/2025",2,0,2,436.00,436.00
,"08/21/2025","POD-251191","Near Earth Autonomy",,"DDR5-32GB-48WT-SM  DDR5-4800 1.1V 32GB SO-DIMM -40~+85°C-WT.","09/10/2025",4,0,4,872.00,872.00
,"08/25/2025","POD-251206","Neya Systems","Neousys Technology Incorp.","DDR5-32GB-48WT-SM  DDR5-4800 1.1V 32GB SO-DIMM -40~+85°C-WT.","09/10/2025",2,0,2,436.00,436.00
,"09/01/2025","POD-251251","US Army Corps of Engineers, ERDC-IEI","Neousys Technology Incorp.","DDR5-32GB-48WT-SM  DDR5-4800 1.1V 32GB SO-DIMM -40~+85°C-WT.","09/17/2025",4,0,4,872.00,872.00
,"09/04/2025","POD-251261","Carnegie Robotics LLC","Neousys Technology Incorp.","DDR5-32GB-48WT-SM  DDR5-4800 1.1V 32GB SO-DIMM -40~+85°C-WT.  MPN: SMART SRI4G6SO5285-SB","10/08/2025",6,0,6,1308.00,1308.00
"Total DDR5-32GB-48WT-SM",,,,,,,68,0,68,11724.00,11724.00
"DDR5-32GB-56-SM",,,,,,,,,,,
,"09/09/2025","POD-251288","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR5-32GB-56-SM  DDR5-5600 1.1V 32GB SO-DIMM 0~+85°C.  MPN: SMART SR4G6SO5288-SP","09/24/2025",6,0,6,1260.00,1260.00
"Total DDR5-32GB-56-SM",,,,,,,6,0,6,1260.00,1260.00
"DDR5-32GB-56WT-SM",,,,,,,,,,,
,"09/12/2025","POD-251308","Candela Technologies Inc.","Neousys Technology Incorp.","DDR5-32GB-56WT-SM  DDR5-5600 1.1V 32GB SO-DIMM -40~+85°C-WT.  MPN: SMART SRI4G6SO5288-SP","10/01/2025",2,0,2,452.00,452.00
"Total DDR5-32GB-56WT-SM",,,,,,,2,0,2,452.00,452.00
"DDR5-8GB-56WT-SM",,,,,,,,,,,
,"08/26/2025","POD-251212","Neousys Technology Incorp.","Neousys Technology Incorp.","DDR5-8GB-56WT-SM  DDR5-5600 1.1V 8GB SO-DIMM -40~+85°C-WT.  MPN: SMART SRI1G6SO5168-SP","09/10/2025",10,0,10,640.00,640.00
"Total DDR5-8GB-56WT-SM",,,,,,,10,0,10,640.00,640.00
"RDDR4-32GB-ECC32-SM",,,,,,,,,,,
,"08/08/2025","POD-251140","Dexterity, Inc.","Neousys Technology Incorp.","RDDR4-32GB-ECC32-SM  DDR4-3200 1.2V 32GB ECC RDIMM 0~+85°C.  MPN: Innodisk M4R0-BGS2BCEM-W56","10/01/2025",4,0,4,736.00,736.00
"Total RDDR4-32GB-ECC32-SM",,,,,,,4,0,4,736.00,736.00
"RDDR4-64GB-ECC32-SM",,,,,,,,,,,
,"08/15/2025","POD-251164","Neousys Technology Incorp.","Neousys Technology Incorp.","RDDR4-64GB-ECC32-SM  DDR4-3200 1.2V 64GB ECC RDIMM 0~+85°C.  MPN: SMART ST8197RD440425-SB","10/01/2025",2,0,2,712.00,712.00
"Total RDDR4-64GB-ECC32-SM",,,,,,,2,0,2,712.00,712.00
"Total Memory Module",,,,,,,841,10,831,82254.00,81644.00
"MezIO",,,,,,,,,,,
"MezIO-KS1",,,,,,,,,,,
,"07/10/2025","POD-250978","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","MezIO-KS1  MezIO board with one RJ45 connector w/i226, three SDP (PPS in,PPS out, 10MHz) with si...","09/26/2025",24,0,24,4584.00,4584.00
,"07/10/2025","POD-250977","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","MezIO-KS1  MezIO board with one RJ45 connector w/i226, three SDP (PPS in,PPS out, 10MHz) with si...","08/29/2025",25,5,20,4775.00,3820.00
"Total MezIO-KS1",,,,,,,49,5,44,9359.00,8404.00
"MezIO-V20",,,,,,,,,,,
,"09/17/2025","POD-251333","The Alliance","Neousys Technology Incorp.","MezIO-V20  MezIO module with ignition control function and 1x mini-PCIe socket","10/01/2025",10,0,10,390.00,390.00
"Total MezIO-V20",,,,,,,10,0,10,390.00,390.00
"Miokit-R11-POC-O",,,,,,,,,,,
,"07/23/2025","POD-251036","CoastIPC, Inc.","Neousys Technology Incorp.","Miokit-R11-POC-O  MezIO-R11 for 1x 2.5” SATA HDD/SSD, with Screw and without Back Panel for POC-...","09/18/2025",10,0,10,310.00,310.00
"Total Miokit-R11-POC-O",,,,,,,10,0,10,310.00,310.00
"Miokit-R12-POC300",,,,,,,,,,,
,"08/26/2025","POD-251219","CoastIPC, Inc.","Neousys Technology Incorp.","Miokit-R12-POC300  1x 2.5” SATA HDD/SSD, 4-CH isolated DI, 4-CH isolated DO, including POC-300 s...","10/09/2025",6,0,6,522.00,522.00
,"09/16/2025","POD-251326","CoastIPC, Inc.","Neousys Technology Incorp.","Miokit-R12-POC300  1x 2.5” SATA HDD/SSD, 4-CH isolated DI, 4-CH isolated DO, including POC-300 s...","10/03/2025",140,0,140,12180.00,12180.00
"Total Miokit-R12-POC300",,,,,,,146,0,146,12702.00,12702.00
"Total MezIO",,,,,,,215,5,210,22761.00,21806.00
"Mounting Kit",,,,,,,,,,,
"DINRAIL-31",,,,,,,,,,,
,"08/25/2025","POD-251211","Industrial PC, Inc.","Neousys Technology Incorp.","DINRAIL-31  DIN-Rail mounting assembly for Nuvo-5501/7501/7531 series. Industrial Computer Acces...","10/08/2025",50,0,50,800.00,800.00
"Total DINRAIL-31",,,,,,,50,0,50,800.00,800.00
"DINRAIL-O",,,,,,,,,,,
,"08/07/2025","POD-251135","Industrial PC, Inc.","Neousys Technology Incorp.","DINRAIL-O  DIN RAIL Mounting assembly for Nuvo-1000/3000/5000/7000 Series. Industrial Computer A...","08/26/2025",30,0,30,480.00,480.00
,"08/22/2025","POD-251195","CoastIPC, Inc.","Neousys Technology Incorp.","DINRAIL-O  DIN RAIL Mounting assembly for Nuvo-1000/3000/5000/7000 Series. Industrial Computer A...","09/26/2025",10,0,10,160.00,160.00
,"08/25/2025","POD-251211","Industrial PC, Inc.","Neousys Technology Incorp.","DINRAIL-O  DIN RAIL Mounting assembly for Nuvo-1000/3000/5000/7000 Series. Industrial Computer A...","10/08/2025",20,0,20,320.00,320.00
,"08/28/2025","POD-251230","Neousys Technology Incorp.","Neousys Technology Incorp.","DINRAIL-O  DIN RAIL Mounting kit for Nuvo-1000/3000/5000/7000 Series.","09/17/2025",31,0,31,496.00,496.00
,"09/08/2025","POD-251278","INFLEXION POINT, LLC","Neousys Technology Incorp.","DINRAIL-O  DIN RAIL Mounting assembly for Nuvo-1000/3000/5000/7000 Series. Industrial Computer A...","09/24/2025",20,0,20,320.00,320.00
"Total DINRAIL-O",,,,,,,111,0,111,1776.00,1776.00
"Dmpbr-Nuvo5000_7000",,,,,,,,,,,
,"08/28/2025","POD-251232","CoastIPC, Inc.","Neousys Technology Incorp.","Dmpbr-Nuvo5000_7000  Damping bracket assembly for Nuvo-5000/7000 series. Industrial Computer Acc...","09/18/2025",5,0,5,80.00,80.00
"Total Dmpbr-Nuvo5000_7000",,,,,,,5,0,5,80.00,80.00
"Dmpbr-Nuvo9160",,,,,,,,,,,
,"08/29/2025","POD-251250","Neousys Technology Incorp.","Neousys Technology Incorp.","Dmpbr-Nuvo9160  Damping bracket assembly for Nuvo-9160GC.","09/10/2025",2,0,2,56.00,56.00
"Total Dmpbr-Nuvo9160",,,,,,,2,0,2,56.00,56.00
"Wmkit-H-Nuvo9501",,,,,,,,,,,
,"08/26/2025","POD-251221","Industrial PC, Inc.","Neousys Technology Incorp.","Wmkit-H-Nuvo9501  Wall mounting assembly for Nuvo-9501, horizontal type. Industrial Computer Acc...","10/08/2025",42,0,42,336.00,336.00
,"08/29/2025","POD-251249","Neousys Technology Incorp.","Neousys Technology Incorp.","Wmkit-H-Nuvo9501  Wall mounting assembly for Nuvo-9501, horizontal type.","09/10/2025",2,0,2,16.00,16.00
,"09/11/2025","POD-251299","Neousys Technology Incorp.","Neousys Technology Incorp.","Wmkit-H-Nuvo9501  Wall mounting assembly for Nuvo-9501, horizontal type.","09/24/2025",1,0,1,8.00,8.00
"Total Wmkit-H-Nuvo9501",,,,,,,45,0,45,360.00,360.00
"Wmkit-H-POC300_400",,,,,,,,,,,
,"08/28/2025","POD-251232","CoastIPC, Inc.","Neousys Technology Incorp.","Wmkit-H-POC300_400  Wall mounting assembly for POC-300/400 series, horizontal type. Industrial C...","09/18/2025",10,0,10,60.00,60.00
,"09/09/2025","POD-251287","Neousys Technology Incorp.","Neousys Technology Incorp.","Wmkit-H-POC300_400  Wall mounting assembly for POC-300/400 series, horizontal type","09/24/2025",1,0,1,6.00,6.00
,"09/16/2025","POD-251327","CoastIPC, Inc.","Neousys Technology Incorp.","Wmkit-H-POC300_400  Wall mounting assembly for POC-300/400 series, horizontal type. Industrial C...","10/03/2025",140,0,140,840.00,840.00
,"09/17/2025","POD-251333","The Alliance","Neousys Technology Incorp.","Wmkit-H-POC300_400  Wall mounting assembly for POC-300/400 series, horizontal type. Industrial C...","10/01/2025",10,0,10,60.00,60.00
"Total Wmkit-H-POC300_400",,,,,,,161,0,161,966.00,966.00
"Wmkit-H-POC500",,,,,,,,,,,
,"09/08/2025","POD-251274","Neousys Technology Incorp.","Neousys Technology Incorp.","Wmkit-H-POC500  Wall mounting assembly for POC-500 series, horizontal type.","09/24/2025",10,0,10,100.00,100.00
"Total Wmkit-H-POC500",,,,,,,10,0,10,100.00,100.00
"Wmkit-V-POC300_400",,,,,,,,,,,
,"08/26/2025","POD-251217","Neousys Technology Incorp.","Neousys Technology Incorp.","Wmkit-V-POC300_400  Wall mounting assembly for POC-300/400 series, vertical type","10/01/2025",4,0,4,24.00,24.00
,"09/16/2025","POD-251327","CoastIPC, Inc.","Neousys Technology Incorp.","Wmkit-V-POC300_400  Wall mounting assembly for POC-300/400 series, vertical type. Industrial Com...","10/03/2025",140,0,140,840.00,840.00
"Total Wmkit-V-POC300_400",,,,,,,144,0,144,864.00,864.00
"Total Mounting Kit",,,,,,,528,0,528,5002.00,5002.00
"NRU Series",,,,,,,,,,,
"AC-IMX390-H190",,,,,,,,,,,
,"08/29/2025","POD-251238","Scout AI Inc","Neousys Technology Incorp.","AC-IMX390-H190  Sony IMX390 CMOS sensor camera; 1920x1080 @30fps; LFM; HFOV 186°; IP67+IP69K; -4...","09/17/2025",12,0,12,4944.00,4944.00
"Total AC-IMX390-H190",,,,,,,12,0,12,4944.00,4944.00
"AC-IMX490-H120",,,,,,,,,,,
,"08/29/2025","POD-251238","Scout AI Inc","Neousys Technology Incorp.","AC-IMX490-H120  GMSL2 5.36MP CMOS 1/1.55"" Camera, Sensor: Sony IMX490, ISP: GeoSemi GW5300, 2880...","09/17/2025",1,0,1,600.00,600.00
"Total AC-IMX490-H120",,,,,,,1,0,1,600.00,600.00
"AC-IMX490-H60",,,,,,,,,,,
,"08/29/2025","POD-251238","Scout AI Inc","Neousys Technology Incorp.","AC-IMX490-H60  GMSL2 5.36MP CMOS 1/1.55"" Camera, Sensor: Sony IMX490, ISP: GeoSemi GW5300, 2880H...","09/17/2025",1,0,1,600.00,600.00
"Total AC-IMX490-H60",,,,,,,1,0,1,600.00,600.00
"Cblkit-BP-NRU-230V-AWP",,,,,,,,,,,
,"07/07/2025","POD-250956","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M.","10/01/2025",25,0,25,5600.00,5600.00
,"07/07/2025","POD-250957","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M.","10/01/2025",25,0,25,5600.00,5600.00
,"08/06/2025","POD-251122","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M.","10/08/2025",10,0,10,2240.00,2240.00
,"08/06/2025","POD-251123","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M.","10/15/2025",15,0,15,3360.00,3360.00
,"08/07/2025","POD-251129","NASA-Johnson Space Center","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M. I...","09/24/2025",1,0,1,224.00,224.00
,"08/08/2025","POD-251139","Sanctuary Cognitive Systems Corporation","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M. I...","09/03/2025",2,0,2,448.00,448.00
,"08/26/2025","POD-251215","FEV North America Inc.","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M. I...","08/26/2025",1,0,1,224.00,224.00
,"09/15/2025","POD-251323","Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-BP-NRU-230V-AWP  NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M.","10/01/2025",4,0,4,896.00,896.00
"Total Cblkit-BP-NRU-230V-AWP",,,,,,,83,0,83,18592.00,18592.00
"Cblkit-FP-NRU-230V-AWP_NRU-240S",,,,,,,,,,,
,"07/07/2025","POD-250955","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","08/27/2025",25,0,25,4400.00,4400.00
,"07/07/2025","POD-250956","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","10/01/2025",25,0,25,4400.00,4400.00
,"07/07/2025","POD-250957","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","10/01/2025",25,0,25,4400.00,4400.00
,"07/25/2025","POD-251054","Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","08/27/2025",4,1,3,704.00,528.00
,"08/06/2025","POD-251122","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","10/08/2025",10,0,10,1760.00,1760.00
,"08/06/2025","POD-251123","Applied Intuition, Inc.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","10/15/2025",15,0,15,2640.00,2640.00
,"08/07/2025","POD-251129","NASA-Johnson Space Center","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","09/24/2025",1,0,1,176.00,176.00
,"08/08/2025","POD-251139","Sanctuary Cognitive Systems Corporation","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","09/03/2025",2,0,2,352.00,352.00
,"08/26/2025","POD-251215","FEV North America Inc.","Neousys Technology Incorp.","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP  NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","08/26/2025",1,0,1,176.00,176.00
