,"Date","Num","Name","Source Name","Memo","Deliv Date","Qty","Rcv'd","Backordered","Amount","Open Balance"
"Inventory",,,,,,,,,,,
"Accessory",,,,,,,,,,,
,"08/29/2025","POD-251243","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-8041  Intel® 9th/ 8th-Gen Coffee Lake Core™ i7/i5 fanless rugged Box-PC with 1x PCIe and 4x...","09/17/2025",1,0,1,446.00,446.00
"Total Nuvo-8041",,,,,,,1,0,1,446.00,446.00
"Nuvo-8108GC-QD-A6",,,,,,,,,,,
,"06/12/2025","POD-250847","INDUSTRIES MACHINEX INC.","Neousys Technology Incorp.","Nuvo-8108GC-QD-A6  Industrial-grade edge AI platform supporting NVIDIA® Quadro RTX 4000, RTX A40...","09/17/2025",20,0,20,17540.00,17540.00
,"08/29/2025","POD-251237","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-8108GC-QD-A6  Industrial-grade edge AI platform supporting NVIDIA® Quadro RTX 4000, RTX A40...","09/10/2025",8,0,8,7016.00,7016.00
"Total Nuvo-8108GC-QD-A6",,,,,,,28,0,28,24556.00,24556.00
"Total Nuvo-8000 Series",,,,,,,29,0,29,25002.00,25002.00
"Nuvo-9000 Series",,,,,,,,,,,
"Nuvo-9002LP",,,,,,,,,,,
,"09/03/2025","POD-251255","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9002LP  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 2x GbE, Mez...","09/22/2025",20,0,20,12060.00,12060.00
,"09/16/2025","POD-251330","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9002LP  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 2x GbE, Mez...","10/03/2025",12,0,12,7236.00,7236.00
"Total Nuvo-9002LP",,,,,,,32,0,32,19296.00,19296.00
"Nuvo-9002LP-UL",,,,,,,,,,,
,"08/28/2025","POD-251230","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9002LP-UL  Intel® 13th/12th-Gen Core™ Rugged Embedded Computer with 2x 2.5GbE/ GbE, USB 3.2...","09/17/2025",20,0,20,12060.00,12060.00
"Total Nuvo-9002LP-UL",,,,,,,20,0,20,12060.00,12060.00
"Nuvo-9006DE-PoE-UL",,,,,,,,,,,
,"08/29/2025","POD-251248","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006DE-PoE-UL  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x G...","09/10/2025",5,0,5,3970.00,3970.00
,"09/11/2025","POD-251298","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006DE-PoE-UL  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x G...","09/24/2025",4,0,4,3176.00,3176.00
"Total Nuvo-9006DE-PoE-UL",,,,,,,9,0,9,7146.00,7146.00
"Nuvo-9006E",,,,,,,,,,,
,"09/15/2025","POD-251321","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006E  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x GbE, 1-sl...","10/01/2025",2,0,2,1362.00,1362.00
"Total Nuvo-9006E",,,,,,,2,0,2,1362.00,1362.00
"Nuvo-9006E-i9IC-65W",,,,,,,,,,,
,"09/10/2025","POD-251296","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006E-i9IC-65W  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x ...","09/26/2025",2,0,2,2460.00,2460.00
"Total Nuvo-9006E-i9IC-65W",,,,,,,2,0,2,2460.00,2460.00
"Nuvo-9006E-PoE-UL",,,,,,,,,,,
,"09/15/2025","POD-251315","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006E-PoE-UL  Intel® 14th/ 13th/12th -Gen Core™ Rugged Embedded Computer with 6x 2.5GbE/ Gb...","10/01/2025",6,0,6,4584.00,4584.00
"Total Nuvo-9006E-PoE-UL",,,,,,,6,0,6,4584.00,4584.00
"Nuvo-9006E-UL",,,,,,,,,,,
,"09/08/2025","POD-251282","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9006E-UL  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x GbE, 1...","10/08/2025",4,0,4,2724.00,2724.00
"Total Nuvo-9006E-UL",,,,,,,4,0,4,2724.00,2724.00
"Nuvo-9006LP",,,,,,,,,,,
,"09/09/2025","POD-251288","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006LP  Intel® 14th/ 13th/12th-Gen Core™ Rugged Embedded Computer with 6x 2.5GbE/ GbE, USB ...","09/24/2025",2,0,2,1304.00,1304.00
"Total Nuvo-9006LP",,,,,,,2,0,2,1304.00,1304.00
"Nuvo-9006LP-MEZ-KS",,,,,,,,,,,
,"07/10/2025","POD-250978","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","Nuvo-9006LP-MEZ-KS  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x G...","09/26/2025",24,0,24,19512.00,19512.00
"Total Nuvo-9006LP-MEZ-KS",,,,,,,24,0,24,19512.00,19512.00
"Nuvo-9006LP-PoE",,,,,,,,,,,
,"09/02/2025","POD-251254","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x GbE,...","10/08/2025",5,0,5,3675.00,3675.00
,"09/11/2025","POD-251302","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x GbE,...","09/26/2025",5,0,5,3675.00,3675.00
"Total Nuvo-9006LP-PoE",,,,,,,10,0,10,7350.00,7350.00
"Nuvo-9006LP-PoE-i5HC",,,,,,,,,,,
,"09/11/2025","POD-251303","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE-i5HC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ fanless embedded controller w...","09/26/2025",6,0,6,5814.00,5814.00
"Total Nuvo-9006LP-PoE-i5HC",,,,,,,6,0,6,5814.00,5814.00
"Nuvo-9006LP-PoE-i9HC",,,,,,,,,,,
,"08/26/2025","POD-251220","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE-i9HC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ fanless embedded controller w...","10/09/2025",4,0,4,5100.00,5100.00
"Total Nuvo-9006LP-PoE-i9HC",,,,,,,4,0,4,5100.00,5100.00
"Nuvo-9006LP-PoE-i9IC14-65W-DS",,,,,,,,,,,
,"08/26/2025","POD-251220","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE-i9IC14-65W-DS  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ fanless embedded con...","10/09/2025",2,0,2,2560.00,2560.00
"Total Nuvo-9006LP-PoE-i9IC14-65W-DS",,,,,,,2,0,2,2560.00,2560.00
"Nuvo-9160GC",,,,,,,,,,,
,"08/15/2025","POD-251163","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9160GC  Ruggedized GPU-Computing Platform Supporting 130W nVidia® GPU and Intel® 13th/ 12th...","09/03/2025",1,0,1,764.00,764.00
"Total Nuvo-9160GC",,,,,,,1,0,1,764.00,764.00
"Nuvo-9160GC-PoE",,,,,,,,,,,
,"08/29/2025","POD-251247","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9160GC-PoE  Ruggedized GPU-Computing Platform Supporting 130W nVidia® GPU and Intel® 13th/ ...","09/17/2025",6,0,6,5088.00,5088.00
,"09/15/2025","POD-251321","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9160GC-PoE  Ruggedized GPU-Computing Platform Supporting 130W nVidia® GPU and Intel® 13th/ ...","10/01/2025",7,0,7,5936.00,5936.00
"Total Nuvo-9160GC-PoE",,,,,,,13,0,13,11024.00,11024.00
"Nuvo-9501",,,,,,,,,,,
,"08/26/2025","POD-251221","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9501  Intel® Alder Lake 13th/ 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB...","10/08/2025",42,0,42,16254.00,16254.00
,"09/11/2025","POD-251298","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9501  Intel® Alder Lake 13th/ 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB...","09/24/2025",2,0,2,774.00,774.00
,"09/15/2025","POD-251321","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9501  Intel® Alder Lake 13th/ 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB...","10/01/2025",2,0,2,774.00,774.00
,"09/16/2025","POD-251328","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9501  Intel® Alder Lake 13th/ 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB...","10/03/2025",30,0,30,11610.00,11610.00
"Total Nuvo-9501",,,,,,,76,0,76,29412.00,29412.00
"Nuvo-9531",,,,,,,,,,,
,"08/07/2025","POD-251135","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9531  Intel® Alder Lake 13th/ 12th-Gen Core™compact fanless computer with 4x GbE , 4x USB3....","08/26/2025",20,0,20,10000.00,10000.00
"Total Nuvo-9531",,,,,,,20,0,20,10000.00,10000.00
"Nuvo-9531-FT",,,,,,,,,,,
,"09/12/2025","POD-251306","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9531-FT  Intel® 13th/12th -Gen Core™ i9/ i7/ i5/ i3 compact fanless computer with 4x 2.5GbE...","09/24/2025",1,0,1,524.00,524.00
,"09/16/2025","POD-251325","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9531-FT  Intel® 13th/12th -Gen Core™ i9/ i7/ i5/ i3 compact fanless computer with 4x 2.5GbE...","10/01/2025",1,0,1,524.00,524.00
"Total Nuvo-9531-FT",,,,,,,2,0,2,1048.00,1048.00
"Nuvo-9531-PoE",,,,,,,,,,,
,"09/08/2025","POD-251275","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9531-PoE  Intel® Alder Lake 13th/ 12th-Gen Core™ compact fanless computer with 4x PoE+ , 4x...","10/01/2025",8,0,8,4664.00,4664.00
"Total Nuvo-9531-PoE",,,,,,,8,0,8,4664.00,4664.00
"Total Nuvo-9000 Series",,,,,,,243,0,243,148184.00,148184.00
"POC-300 Series",,,,,,,,,,,
"POC-310",,,,,,,,,,,
,"07/23/2025","POD-251036","CoastIPC, Inc.","Neousys Technology Incorp.","POC-310  Intel Atom E3950 Quad-Core fanless Embedded Controller. Three GbE ports and 4x US ports...","09/18/2025",10,0,10,3430.00,3430.00
"Total POC-310",,,,,,,10,0,10,3430.00,3430.00
"POC-330",,,,,,,,,,,
,"07/25/2025","POD-251057","Automated Environments","Neousys Technology Incorp.","POC-330  Intel Premium Apollo Lake N4200 Ultra-Compact fanless DIN-Rail Controller with 3x GbE a...","09/17/2025",25,0,25,8950.00,8950.00
,"07/25/2025","POD-251058","Automated Environments","Neousys Technology Incorp.","POC-330  Intel Premium Apollo Lake N4200 Ultra-Compact fanless DIN-Rail Controller with 3x GbE a...","09/24/2025",25,0,25,8950.00,8950.00
,"07/25/2025","POD-251059","Automated Environments","Neousys Technology Incorp.","POC-330  Intel Premium Apollo Lake N4200 Ultra-Compact fanless DIN-Rail Controller with 3x GbE a...","10/22/2025",25,0,25,8950.00,8950.00
,"07/25/2025","POD-251060","Automated Environments","Neousys Technology Incorp.","POC-330  Intel Premium Apollo Lake N4200 Ultra-Compact fanless DIN-Rail Controller with 3x GbE a...","11/19/2025",25,0,25,8950.00,8950.00
"Total POC-330",,,,,,,100,0,100,35800.00,35800.00
"POC-351VTC",,,,,,,,,,,
,"08/26/2025","POD-251222","CoastIPC, Inc.","Neousys Technology Incorp.","POC-351VTC  Intel Apollo Lake Atom E3950 ultra-compact in-vehicle controller with 1x GbE, 2x PoE...","10/09/2025",5,0,5,2130.00,2130.00
"Total POC-351VTC",,,,,,,5,0,5,2130.00,2130.00
"Total POC-300 Series",,,,,,,115,0,115,41360.00,41360.00
"POC-400 Series",,,,,,,,,,,
"POC-400",,,,,,,,,,,
,"09/09/2025","POD-251287","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-400  Intel® Elkhart Lake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ port...","09/24/2025",1,0,1,412.00,412.00
,"09/15/2025","POD-251321","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-400  Intel® Elkhart Lake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ port...","10/01/2025",1,0,1,412.00,412.00
,"09/16/2025","POD-251326","CoastIPC, Inc.","Neousys Technology Incorp.","POC-400  Intel® Elkhart Lake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ port...","10/03/2025",140,0,140,57680.00,57680.00
,"09/17/2025","POD-251333","The Alliance","Neousys Technology Incorp.","POC-400  Intel® Elkhart Lake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ port...","10/01/2025",10,0,10,4120.00,4120.00
"Total POC-400",,,,,,,152,0,152,62624.00,62624.00
"POC-410",,,,,,,,,,,
,"09/02/2025","POD-251253","CoastIPC, Inc.","Neousys Technology Incorp.","POC-410  Intel® Elkhart Lake ultra-compact embedded controller with 3x 2.5GbE ports, 2x USB 3.0 ...","10/03/2025",5,0,5,1815.00,1815.00
"Total POC-410",,,,,,,5,0,5,1815.00,1815.00
"POC-410-KS1",,,,,,,,,,,
,"07/10/2025","POD-250976","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","POC-410-KS1  Intel® Elkhart Lake ultra-compact embedded controller with 3x 2.5GbE ports by Intel...","08/29/2025",25,5,20,11000.00,8800.00
"Total POC-410-KS1",,,,,,,25,5,20,11000.00,8800.00
"POC-410-MEZ-KS",,,,,,,,,,,
,"07/10/2025","POD-250977","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","POC-410-MEZ-KS  POC-410 Intel® ElkhartLake ultra-compact embedded controller with 3x 2.5GbE port...","08/29/2025",25,5,20,12425.00,9940.00
"Total POC-410-MEZ-KS",,,,,,,25,5,20,12425.00,9940.00
"Total POC-400 Series",,,,,,,207,10,197,87864.00,83179.00
"POC-500 Series",,,,,,,,,,,
"POC-515",,,,,,,,,,,
,"08/26/2025","POD-251219","CoastIPC, Inc.","Neousys Technology Incorp.","POC-515  AMD Ryzen™ embedded V1605B ultra-compact embedded controller with 4x PoE+ ports, 4x USB...","10/09/2025",5,0,5,3185.00,3185.00
,"09/15/2025","POD-251321","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-515  AMD Ryzen™ embedded V1605B ultra-compact embedded controller with 4x PoE+ ports, 4x USB...","10/01/2025",1,0,1,637.00,637.00
"Total POC-515",,,,,,,6,0,6,3822.00,3822.00
"POC-545",,,,,,,,,,,
,"09/02/2025","POD-251252","CoastIPC, Inc.","Neousys Technology Incorp.","POC-545  AMD Ryzen™ embedded V1807B ultra-compact embedded controller with 4x PoE+ ports, 4x USB...","10/09/2025",10,0,10,8040.00,8040.00
"Total POC-545",,,,,,,10,0,10,8040.00,8040.00
"POC-551VTC",,,,,,,,,,,
,"08/26/2025","POD-251217","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-551VTC  AMD Ryzen™ V1000 Ultra-compact In-vehicle Controller with PoE+, DIO and Isolated CAN...","10/01/2025",6,0,6,4320.00,4320.00
"Total POC-551VTC",,,,,,,6,0,6,4320.00,4320.00
"POC-551VTC-GLE50-FP",,,,,,,,,,,
,"07/24/2025","POD-251045","CoastIPC, Inc.","Neousys Technology Incorp.","POC-551VTC-GLE50-FP  AMD Ryzen™ V1000 Ultra-compact In-vehicle Controller with PoE+, DIO and Iso...","09/26/2025",36,0,36,25056.00,25056.00
,"07/24/2025","POD-251046","CoastIPC, Inc.","Neousys Technology Incorp.","POC-551VTC-GLE50-FP  AMD Ryzen™ V1000 Ultra-compact In-vehicle Controller with PoE+, DIO and Iso...","10/03/2025",34,0,34,23664.00,23664.00
,"07/24/2025","POD-251047","CoastIPC, Inc.","Neousys Technology Incorp.","POC-551VTC-GLE50-FP  AMD Ryzen™ V1000 Ultra-compact In-vehicle Controller with PoE+, DIO and Iso...","11/21/2025",24,0,24,16704.00,16704.00
,"07/24/2025","POD-251048","CoastIPC, Inc.","Neousys Technology Incorp.","POC-551VTC-GLE50-FP  AMD Ryzen™ V1000 Ultra-compact In-vehicle Controller with PoE+, DIO and Iso...","12/19/2025",29,0,29,20184.00,20184.00
"Total POC-551VTC-GLE50-FP",,,,,,,123,0,123,85608.00,85608.00
"Total POC-500 Series",,,,,,,145,0,145,101790.00,101790.00
"POC-700 Series",,,,,,,,,,,
"POC-712",,,,,,,,,,,
,"09/15/2025","POD-251321","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-712  Intel Atom x7425E Ultra-Compact Embedded Controller with 4x GbE, 4x USB 3.2 and MezIO I...","10/01/2025",1,0,1,441.00,441.00
"Total POC-712",,,,,,,1,0,1,441.00,441.00
"POC-712-UL",,,,,,,,,,,
,"09/08/2025","POD-251274","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-712-UL  Intel Atom x7425E Ultra-Compact Embedded Controller with 4x GbE, 4x USB 3.2 and MezI...","09/24/2025",5,0,5,2205.00,2205.00
,"09/15/2025","POD-251321","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-712-UL  Intel Atom x7425E Ultra-Compact Embedded Controller with 4x GbE, 4x USB 3.2 and MezI...","10/01/2025",2,0,2,882.00,882.00
"Total POC-712-UL",,,,,,,7,0,7,3087.00,3087.00
"POC-715-CGN1",,,,,,,,,,,
,"07/25/2025","POD-251061","Cognex Corporation","Neousys Technology Incorp.","POC-715-CGN1  Intel Core i3-N305 Ultra-Compact Embedded Controller with 4x PoE+, 4x USB 3.2 and ...","08/13/2025",5,0,5,4300.00,4300.00
,"07/25/2025","POD-251062","Cognex Corporation","Neousys Technology Incorp.","POC-715-CGN1  Intel Core i3-N305 Ultra-Compact Embedded Controller with 4x PoE+, 4x USB 3.2 and ...","12/24/2025",5,0,5,4300.00,4300.00
"Total POC-715-CGN1",,,,,,,10,0,10,8600.00,8600.00
"POC-715-CGN2",,,,,,,,,,,
,"07/25/2025","POD-251061","Cognex Corporation","Neousys Technology Incorp.","POC-715-CGN2  Intel Core i3-N305 Ultra-Compact Embedded Controller with 4x PoE+, 4x USB 3.2 and ...","08/13/2025",10,0,10,7000.00,7000.00
,"07/25/2025","POD-251062","Cognex Corporation","Neousys Technology Incorp.","POC-715-CGN2  Intel Core i3-N305 Ultra-Compact Embedded Controller with 4x PoE+, 4x USB 3.2 and ...","12/24/2025",5,0,5,3500.00,3500.00
"Total POC-715-CGN2",,,,,,,15,0,15,10500.00,10500.00
"Total POC-700 Series",,,,,,,33,0,33,22628.00,22628.00
"Power Adapter",,,,,,,,,,,
"Cbl-OW-OW2-Black-50CM1",,,,,,,,,,,
,"08/29/2025","POD-251244","Neousys Technology Incorp.","Neousys Technology Incorp.","*Cbl-OW-OW2-Black-50CM1  Cord End Terminal 14AWG lP to 2P, 600V/15A, Color: Black, Length: 50CM","09/10/2025",10,0,10,20.00,20.00
"Total Cbl-OW-OW2-Black-50CM1",,,,,,,10,0,10,20.00,20.00
"Cbl-OW-OW2-Red-50CM1",,,,,,,,,,,
,"08/29/2025","POD-251244","Neousys Technology Incorp.","Neousys Technology Incorp.","*Cbl-OW-OW2-Red-50CM1  Cord End Terminal 14AWG lP to 2P, 600V/15A, Color: Red, Length: 50CM","09/10/2025",10,0,10,20.00,20.00
"Total Cbl-OW-OW2-Red-50CM1",,,,,,,10,0,10,20.00,20.00
"Cbl-PC-TW-180CM1",,,,,,,,,,,
,"08/28/2025","POD-251229","Neousys Technology Incorp.","Neousys Technology Incorp.","Cbl-PC-TW-180CM1  Power Cord 18 AWG, 125V/10A, NPMEA 5-15P Plug, -20°C to +60°C, Length: 1.8M.","09/12/2025",3,0,3,9.00,9.00
,"09/09/2025","POD-251288","Neousys Technology Incorp.","Neousys Technology Incorp.","Cbl-PC-TW-180CM1  Power Cord 18 AWG, 125V/10A, NPMEA 5-15P Plug, -20°C to +60°C, Length: 1.8M.","09/24/2025",100,0,100,300.00,300.00
,"09/09/2025","POD-251293","Sim Sports Corporation","Neousys Technology Incorp.","Cbl-PC-TW-180CM1  Power Cord 18 AWG, 125V/10A, NPMEA 5-15P Plug, -20°C to +60°C, Length: 1.8M.","09/26/2025",2,0,2,6.00,6.00
"Total Cbl-PC-TW-180CM1",,,,,,,105,0,105,315.00,315.00
"PA-120W-OW",,,,,,,,,,,
,"07/10/2025","POD-250976","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","PA-120W-OW  120W AC/DC power adapter 12V/8.5A, 18AWG/120cm, Cord end terminals for terminal bloc...","08/29/2025",25,5,20,975.00,780.00
,"07/10/2025","POD-250977","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","PA-120W-OW  120W AC/DC power adapter 12V/8.5A, 18AWG/120cm, Cord end terminals for terminal bloc...","08/29/2025",25,5,20,975.00,780.00
,"09/08/2025","POD-251276","Neousys Technology Incorp.","Neousys Technology Incorp.","PA-120W-OW  120W AC/DC power adapter 12V/8.5A, 18AWG/120cm, Cord end terminals for terminal bloc...","09/24/2025",40,0,40,1560.00,1560.00
"Total PA-120W-OW",,,,,,,90,10,80,3510.00,3120.00
"PA-160W-OW",,,,,,,,,,,
,"08/26/2025","POD-251221","Industrial PC, Inc.","Neousys Technology Incorp.","PA-160W-OW  160W AC/DC power adapter 20V/8A; 18AWGx4C/120cm, cord end terminals for terminal blo...","10/08/2025",42,0,42,2268.00,2268.00
,"08/29/2025","POD-251245","Neousys Technology Incorp.","Neousys Technology Incorp.","PA-160W-OW  160W AC/DC power adapter 20V/8A; 18AWGx4C/120cm, cord end terminals for terminal blo...","09/10/2025",40,0,40,2160.00,2160.00
,"09/16/2025","POD-251328","Industrial PC, Inc.","Neousys Technology Incorp.","PA-160W-OW  160W AC/DC power adapter 20V/8A; 18AWGx4C/120cm, cord end terminals for terminal blo...","10/03/2025",30,0,30,1620.00,1620.00
"Total PA-160W-OW",,,,,,,112,0,112,6048.00,6048.00
"PA-280W-CW6P-2P",,,,,,,,,,,
,"08/28/2025","POD-251229","Neousys Technology Incorp.","Neousys Technology Incorp.","PA-280W-CW6P-2P  280W AC-DC power adapter 24V 11.67A, 85~264VAC, -30~+70°C w/ Wafer FML6P to 2P ...","09/12/2025",3,0,3,234.00,234.00
"Total PA-280W-CW6P-2P",,,,,,,3,0,3,234.00,234.00
"PA-280W-ET3",,,,,,,,,,,
,"07/10/2025","POD-250978","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","PA-280W-ET3  280W AC/DC power adapter 24V 11.67A, 85~264VAC 120~370VDC, w/ terminal block. Indus...","09/26/2025",24,0,24,1872.00,1872.00
,"08/28/2025","POD-251230","Neousys Technology Incorp.","Neousys Technology Incorp.","PA-280W-ET3  280W AC/DC power adapter 24V 11.67A, 85~264VAC 120~370VDC, w/ terminal block.  MPN ...","09/17/2025",20,0,20,1560.00,1560.00
,"09/11/2025","POD-251298","Neousys Technology Incorp.","Neousys Technology Incorp.","PA-280W-ET3  280W AC/DC power adapter 24V 11.67A, 85~264VAC 120~370VDC, w/ terminal block.  MPN ...","09/24/2025",20,0,20,1560.00,1560.00
"Total PA-280W-ET3",,,,,,,64,0,64,4992.00,4992.00
"PA-600W-C4PY-4P",,,,,,,,,,,
,"08/25/2025","POD-251206","Neya Systems","Neousys Technology Incorp.","PA-600W-C4PY-4P  600W AC-DC power adapter 24V 25A, 85~264VAC, -20~+70°C, w/ 4PY Terminal to 4P E...","09/10/2025",1,0,1,76.00,76.00
"Total PA-600W-C4PY-4P",,,,,,,1,0,1,76.00,76.00
"PA-600W-ENC",,,,,,,,,,,
,"08/29/2025","POD-251244","Neousys Technology Incorp.","Neousys Technology Incorp.","PA-600W-ENC  600W AC-DC power Adapter (PMC-24V600W1RW), 24V/25A, 85~264VAC, Operating Temperatur...","09/10/2025",20,0,20,1320.00,1320.00
"Total PA-600W-ENC",,,,,,,20,0,20,1320.00,1320.00
"PA-60W-OW",,,,,,,,,,,
,"09/08/2025","POD-251273","Neousys Technology Incorp.","Neousys Technology Incorp.","PA-60W-OW  60W AC/DC power adapter with 12V, 5A DC output, Cord end terminals for terminal block.","09/16/2025",10,0,10,200.00,200.00
,"09/09/2025","POD-251293","Sim Sports Corporation","Neousys Technology Incorp.","PA-60W-OW  60W AC/DC power adapter with 12V, 5A DC output, Cord end terminals for terminal block.","09/26/2025",2,0,2,40.00,40.00
"Total PA-60W-OW",,,,,,,12,0,12,240.00,240.00
"Total Power Adapter",,,,,,,427,10,417,16775.00,16385.00
"Power Backup Device",,,,,,,,,,,
"PB-9250J-SA",,,,,,,,,,,
,"08/26/2025","POD-251219","CoastIPC, Inc.","Neousys Technology Incorp.","PB-9250J-SA  Intelligent ultracapacitor-based power backup standalone module with 9250 watt-seco...","10/09/2025",9,0,9,2826.00,2826.00
"Total PB-9250J-SA",,,,,,,9,0,9,2826.00,2826.00
"Total Power Backup Device",,,,,,,9,0,9,2826.00,2826.00
"RGS-8000 Series",,,,,,,,,,,
"RGS-8805GC-DEX",,,,,,,,,,,
,"08/08/2025","POD-251140","Dexterity, Inc.","Neousys Technology Incorp.","RGS-8805GC-DEX  Rugged and Compact AMD EPYC 7003/7002 ""MILAN/ROME"" Server Supporting RTX A5000/A...","10/01/2025",1,0,1,3500.00,3500.00
,"08/15/2025","POD-251164","Dexterity, Inc.","Neousys Technology Incorp.","RGS-8805GC-DEX  Rugged and Compact AMD EPYC 7003/7002 ""MILAN/ROME"" Server Supporting RTX A5000/A...","10/01/2025",1,0,1,3500.00,3500.00
"Total RGS-8805GC-DEX",,,,,,,2,0,2,7000.00,7000.00
"Total RGS-8000 Series",,,,,,,2,0,2,7000.00,7000.00
"RMA Parts",,,,,,,,,,,
"Nuvo-8208GC-BP-A2",,,,,,,,,,,
,"08/28/2025","POD-251227","Purdue University","Neousys Technology Incorp.","Nuvo-8208GC-BP-A2  Tested PCBA NVBP-8208GC  Nuvo-8208GC Backplane PCBA. Industrial computer acce...","09/17/2025",1,0,1,120.00,120.00
"Total Nuvo-8208GC-BP-A2",,,,,,,1,0,1,120.00,120.00
"Nuvo-8208GC-MB-A3",,,,,,,,,,,
,"08/28/2025","POD-251227","Purdue University","Neousys Technology Incorp.","Nuvo-8208GC-MB-A3  Tested PCBA NVS-8208GC  Nuvo-8208GC motherboard, thermal pad and TIM. Use for...","09/17/2025",1,0,1,245.00,245.00
"Total Nuvo-8208GC-MB-A3",,,,,,,1,0,1,245.00,245.00
"RGS-8805GC-MB-A1",,,,,,,,,,,
,"09/10/2025","POD-251294","Neousys Technology Incorp.","Neousys Technology Incorp.","RGS-8805GC-MB-A1  Tested RGS-8800GC PCBA, EPYC SP3 socket, 5x PCIe x16 slots, 10G/1G Ethernet.","09/17/2025",4,0,4,2204.00,2204.00
"Total RGS-8805GC-MB-A1",,,,,,,4,0,4,2204.00,2204.00
"Total RMA Parts",,,,,,,6,0,6,2569.00,2569.00
"SEMIL Series",,,,,,,,,,,
"Cbl-TpCPlug-U3TA-50CM",,,,,,,,,,,
,"09/01/2025","POD-251251","US Army Corps of Engineers, ERDC-IEI","Neousys Technology Incorp.","Cbl-TpCPlug-U3TA-50CM  TypeC Male Plug to USB3.0 Type-A FML, Length: 50CM. Industrial computer a...","09/17/2025",2,0,2,36.00,36.00
