,"Type","Date","Ship Date","Deliv Date","Terms","Due Date","Num","P. O. #","Name","Qty","Invoiced","Backordered","Amount","Item","Rep","Open Balance","Inventory Site"
"Inventory",,,,,,,,,,,,,,,,,
"Accessory",,,,,,,,,,,,,,,,,
,"Sales Order","08/28/2025","10/01/2025",,"Net 45","10/12/2025","SO-20251235","7000608984","Boston Scientific",1,0,1,1120.00,"Nuvo-9000 Series:Nuvo-9006DE-PoE-UL","A689",1120.00,"WH01S-NTA"
,"Sales Order","08/29/2025","10/01/2025",,"Net 45","10/13/2025","SO-20251241","7000609563","Boston Scientific",1,0,1,1120.00,"Nuvo-9000 Series:Nuvo-9006DE-PoE-UL","A689",1120.00,"WH01S-NTA"
,"Sales Order","09/03/2025","10/20/2025",,"Net 45","10/18/2025","SO-20251250","7000610874","Boston Scientific",1,0,1,1120.00,"Nuvo-9000 Series:Nuvo-9006DE-PoE-UL","A689",1120.00,"WH01S-NTA"
,"Sales Order","09/09/2025","10/21/2025",,"Net 45","10/24/2025","SO-20251283","7000612884","Boston Scientific",3,0,3,3360.00,"Nuvo-9000 Series:Nuvo-9006DE-PoE-UL","A689",3360.00,"WH01S-NTA"
"Total Nuvo-9006DE-PoE-UL",,,,,,,,,,6,0,6,6720.00,,,6720.00,
"Nuvo-9006E",,,,,,,,,,,,,,,,,
,"Sales Order","09/02/2025","09/26/2025",,"Net 30","10/02/2025","SO-20251242","13533","QDS Systems, Inc.",1,0,1,930.00,"Nuvo-9000 Series:Nuvo-9006E","A689",930.00,"WH01S-NTA"
"Total Nuvo-9006E",,,,,,,,,,1,0,1,930.00,,,930.00,
"Nuvo-9006E-i9IC-65W",,,,,,,,,,,,,,,,,
,"Sales Order","09/10/2025","12/31/2025",,"Net 30","10/10/2025","SO-20251288","P96782","CoastIPC, Inc.",2,0,2,2900.00,"Nuvo-9000 Series:Nuvo-9006E-i9IC-65W","A689C",2900.00,"Drop Ship"
"Total Nuvo-9006E-i9IC-65W",,,,,,,,,,2,0,2,2900.00,,,2900.00,
"Nuvo-9006E-IFCN",,,,,,,,,,,,,,,,,
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250600","41477111","Inficon Inc.",21,0,21,22155.00,"Nuvo-9000 Series:Nuvo-9006E-IFCN","A777",22155.00,"WH01S-NTA"
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250601","41477111","Inficon Inc.",23,0,23,24265.00,"Nuvo-9000 Series:Nuvo-9006E-IFCN","A777",24265.00,"WH01S-NTA"
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250726","41481439","Inficon Inc.",30,0,30,31650.00,"Nuvo-9000 Series:Nuvo-9006E-IFCN","A777",31650.00,"WH01S-NTA"
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250728","41481440","Inficon Inc.",30,0,30,31650.00,"Nuvo-9000 Series:Nuvo-9006E-IFCN","A777",31650.00,"WH01S-NTA"
"Total Nuvo-9006E-IFCN",,,,,,,,,,104,0,104,109720.00,,,109720.00,
"Nuvo-9006E-PoE-UL",,,,,,,,,,,,,,,,,
,"Sales Order","09/11/2025","12/31/2025",,"Net 30","10/11/2025","SO-20251296","00505701","LASERAX INC",6,0,6,6384.00,"Nuvo-9000 Series:Nuvo-9006E-PoE-UL","A702",6384.00,"WH01S-NTA"
"Total Nuvo-9006E-PoE-UL",,,,,,,,,,6,0,6,6384.00,,,6384.00,
"Nuvo-9006E-UL",,,,,,,,,,,,,,,,,
,"Sales Order","09/08/2025","10/08/2025",,"Net 30","10/08/2025","SO-20251272","PO05053","Industrial PC, Inc.",4,0,4,3080.00,"Nuvo-9000 Series:Nuvo-9006E-UL","A689C",3080.00,"Drop Ship"
"Total Nuvo-9006E-UL",,,,,,,,,,4,0,4,3080.00,,,3080.00,
"Nuvo-9006LP",,,,,,,,,,,,,,,,,
,"Sales Order","09/08/2025","12/31/2025",,"Prepay","09/08/2025","SO-20251269","8014.07-01","ASI Technology, Inc.",1,0,1,890.00,"Nuvo-9000 Series:Nuvo-9006LP","A777",890.00,"WH01S-NTA"
"Total Nuvo-9006LP",,,,,,,,,,1,0,1,890.00,,,890.00,
"Nuvo-9006LP-MEZ-KS",,,,,,,,,,,,,,,,,
,"Sales Order","07/10/2025","09/26/2025",,"Prepay","07/10/2025","SO-20250979","6100059898","Venture Electronics Services (Malaysia) S",24,0,24,27504.00,"Nuvo-9000 Series:Nuvo-9006LP-MEZ-KS","A777",27504.00,"Drop Ship"
"Total Nuvo-9006LP-MEZ-KS",,,,,,,,,,24,0,24,27504.00,,,27504.00,
"Nuvo-9006LP-PoE",,,,,,,,,,,,,,,,,
,"Sales Order","09/02/2025","10/08/2025",,"Net 30","10/02/2025","SO-20251245","PO05041","Industrial PC, Inc.",5,0,5,4150.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE","A689C",4150.00,"Drop Ship"
,"Sales Order","09/11/2025","09/11/2025",,"Net 30","10/11/2025","SO-20251293","PO05059","Industrial PC, Inc.",5,0,5,4150.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE","A689C",4150.00,"Drop Ship"
"Total Nuvo-9006LP-PoE",,,,,,,,,,10,0,10,8300.00,,,8300.00,
"Nuvo-9006LP-PoE-i5HC",,,,,,,,,,,,,,,,,
,"Sales Order","09/11/2025","12/31/2025",,"Net 30","10/11/2025","SO-20251292","P96787","CoastIPC, Inc.",6,0,6,6720.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE-i5HC","A689C",6720.00,"Drop Ship"
"Total Nuvo-9006LP-PoE-i5HC",,,,,,,,,,6,0,6,6720.00,,,6720.00,
"Nuvo-9006LP-PoE-i9HC",,,,,,,,,,,,,,,,,
,"Sales Order","08/26/2025","10/09/2025",,"Net 30","09/25/2025","SO-20251209","P96729","CoastIPC, Inc.",4,0,4,6000.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE-i9HC","A689C",6000.00,"Drop Ship"
"Total Nuvo-9006LP-PoE-i9HC",,,,,,,,,,4,0,4,6000.00,,,6000.00,
"Nuvo-9006LP-PoE-i9IC14-65W-DS",,,,,,,,,,,,,,,,,
,"Sales Order","08/26/2025","10/09/2025",,"Net 30","09/25/2025","SO-20251209","P96729","CoastIPC, Inc.",2,0,2,3010.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE-i9IC14-65W-DS","A689C",3010.00,"Drop Ship"
"Total Nuvo-9006LP-PoE-i9IC14-65W-DS",,,,,,,,,,2,0,2,3010.00,,,3010.00,
"Nuvo-9006LP-PoE-UL",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251184","450879","PaR SYSTEMS LLC",1,0,1,1002.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE-UL","A689",1002.00,"WH01S-NTA"
"Total Nuvo-9006LP-PoE-UL",,,,,,,,,,1,0,1,1002.00,,,1002.00,
"Nuvo-9160GC-PoE",,,,,,,,,,,,,,,,,
,"Sales Order","08/22/2025","10/15/2025",,"Net 30","09/21/2025","SO-20251197","1034004374","FEV North America Inc.",1,0,1,1161.00,"Nuvo-9000 Series:Nuvo-9160GC-PoE","A702",1161.00,"WH01S-NTA"
,"Sales Order","08/27/2025","09/26/2025",,"Prepay","08/27/2025","SO-20251223","25003767","HERZOG SERVICES, INC.",2,0,2,2468.00,"Nuvo-9000 Series:Nuvo-9160GC-PoE","A689",2468.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/21/2025",,"Net 30","09/27/2025","SO-20251229","CYNGN-1275","CYNGN INC.",4,0,4,4996.00,"Nuvo-9000 Series:Nuvo-9160GC-PoE","A800",4996.00,"WH01S-NTA"
,"Sales Order","09/05/2025","10/24/2025",,"Net 30","10/05/2025","SO-20251261","0001513611","Université Laval",1,0,1,1161.00,"Nuvo-9000 Series:Nuvo-9160GC-PoE","A777",1161.00,"WH01S-NTA"
"Total Nuvo-9160GC-PoE",,,,,,,,,,8,0,8,9786.00,,,9786.00,
"Nuvo-9501",,,,,,,,,,,,,,,,,
,"Sales Order","08/26/2025","10/08/2025",,"Net 30","09/25/2025","SO-20251217","PO05025","Industrial PC, Inc.",42,0,42,18480.00,"Nuvo-9000 Series:Nuvo-9501","A689C",18480.00,"Drop Ship"
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",1,0,1,590.00,"Nuvo-9000 Series:Nuvo-9501","A689",590.00,"WH01S-NTA"
,"Sales Order","08/28/2025","09/24/2025",,"Prepay","08/28/2025","SO-20251237","PO24530","E-Technologies Group, LLC",1,0,1,530.00,"Nuvo-9000 Series:Nuvo-9501","A689",530.00,"WH01S-NTA"
,"Sales Order","09/09/2025","09/24/2025",,"Prepay","09/09/2025","SO-20251276","PO24717","E-Technologies Group, LLC",1,0,1,530.00,"Nuvo-9000 Series:Nuvo-9501","A689",530.00,"WH01S-NTA"
,"Sales Order","09/10/2025","12/31/2025",,"Prepay","09/10/2025","SO-20251286"," QTD_PeakWiFi_250909","Peak WiFi, LLC",1,0,1,595.00,"Nuvo-9000 Series:Nuvo-9501","A800",595.00,"WH01S-NTA"
,"Sales Order","09/16/2025","12/31/2025",,"Net 30","10/16/2025","SO-20251313","PO05067","Industrial PC, Inc.",30,0,30,13200.00,"Nuvo-9000 Series:Nuvo-9501","A689C",13200.00,"Drop Ship"
"Total Nuvo-9501",,,,,,,,,,76,0,76,33925.00,,,33925.00,
"Nuvo-9531",,,,,,,,,,,,,,,,,
,"Sales Order","08/07/2025","08/26/2025",,"Net 30","09/06/2025","SO-20251133","PO04979","Industrial PC, Inc.",20,0,20,11400.00,"Nuvo-9000 Series:Nuvo-9531","A689C",11400.00,"Drop Ship"
"Total Nuvo-9531",,,,,,,,,,20,0,20,11400.00,,,11400.00,
"Nuvo-9531-FT",,,,,,,,,,,,,,,,,
,"Sales Order","09/11/2025","12/31/2025",,"Net 30","10/11/2025","SO-20251294","00007719","Evolution Motion Solutions",1,0,1,709.00,"Nuvo-9000 Series:Nuvo-9531-FT","A702",709.00,"WH01S-NTA"
,"Sales Order","09/12/2025","12/31/2025",,"Net 30","10/12/2025","SO-20251304","00007736","Evolution Motion Solutions",1,0,1,709.00,"Nuvo-9000 Series:Nuvo-9531-FT","A702",709.00,"WH01S-NTA"
"Total Nuvo-9531-FT",,,,,,,,,,2,0,2,1418.00,,,1418.00,
"Nuvo-9531-PoE",,,,,,,,,,,,,,,,,
,"Sales Order","09/04/2025","10/24/2025",,"Net 30","10/04/2025","SO-20251253","PO4056","Seafloor Systems, Inc.",8,0,8,6312.00,"Nuvo-9000 Series:Nuvo-9531-PoE","A800",6312.00,"WH01S-NTA"
"Total Nuvo-9531-PoE",,,,,,,,,,8,0,8,6312.00,,,6312.00,
"Total Nuvo-9000 Series",,,,,,,,,,347,0,347,300667.00,,,300667.00,
"POC-300 Series",,,,,,,,,,,,,,,,,
"POC-310",,,,,,,,,,,,,,,,,
,"Sales Order","07/23/2025","09/18/2025",,"Net 30","08/22/2025","SO-20251038","P96573","CoastIPC, Inc.",10,0,10,3900.00,"POC-300 Series:POC-310","A689C",3900.00,"Drop Ship"
"Total POC-310",,,,,,,,,,10,0,10,3900.00,,,3900.00,
"POC-330",,,,,,,,,,,,,,,,,
,"Sales Order","07/22/2025","09/24/2025",,"Net 30","08/21/2025","SO-20251029","16134","Automated Environments",25,0,25,10625.00,"POC-300 Series:POC-330","A689",10625.00,"WH01S-NTA"
,"Sales Order","07/22/2025","11/21/2025",,"Net 30","08/21/2025","SO-20251030","16134","Automated Environments",25,0,25,10625.00,"POC-300 Series:POC-330","A689",10625.00,"WH01S-NTA"
,"Sales Order","07/22/2025","01/30/2026",,"Net 30","08/21/2025","SO-20251031","16134","Automated Environments",25,0,25,10625.00,"POC-300 Series:POC-330","A689",10625.00,"WH01S-NTA"
,"Sales Order","07/22/2025","02/27/2026",,"Net 30","08/21/2025","SO-20251032","16134","Automated Environments",25,0,25,10625.00,"POC-300 Series:POC-330","A689",10625.00,"WH01S-NTA"
"Total POC-330",,,,,,,,,,100,0,100,42500.00,,,42500.00,
"POC-351VTC",,,,,,,,,,,,,,,,,
,"Sales Order","08/26/2025","10/09/2025",,"Net 30","09/25/2025","SO-20251218","P96733","CoastIPC, Inc.",5,0,5,2450.00,"POC-300 Series:POC-351VTC","A689C",2450.00,"Drop Ship"
"Total POC-351VTC",,,,,,,,,,5,0,5,2450.00,,,2450.00,
"Total POC-300 Series",,,,,,,,,,115,0,115,48850.00,,,48850.00,
"POC-400 Series",,,,,,,,,,,,,,,,,
"POC-400",,,,,,,,,,,,,,,,,
,"Sales Order","09/05/2025","10/24/2025",,"Prepay","09/05/2025","SO-20251265","14648","The Alliance",1,0,1,562.00,"POC-400 Series:POC-400","A800",562.00,"WH01S-NTA"
,"Sales Order","09/16/2025","12/31/2025",,"Net 30","10/16/2025","SO-20251308","P96800","CoastIPC, Inc.",140,0,140,64400.00,"POC-400 Series:POC-400","A689C",64400.00,"Drop Ship"
,"Sales Order","09/16/2025","12/31/2025",,"Prepay","09/16/2025","SO-20251311","14666","The Alliance",10,0,10,5620.00,"POC-400 Series:POC-400","A800",5620.00,"WH01S-NTA"
"Total POC-400",,,,,,,,,,151,0,151,70582.00,,,70582.00,
"POC-410",,,,,,,,,,,,,,,,,
,"Sales Order","08/26/2025","09/30/2025",,"Net 30","09/25/2025","SO-20251208","00505553(1)","LASERAX INC",2,0,2,1024.00,"POC-400 Series:POC-410","A702",1024.00,"WH01S-NTA"
,"Sales Order","09/02/2025","10/03/2025",,"Net 30","10/02/2025","SO-20251244","P96750Q","CoastIPC, Inc.",5,0,5,2050.00,"POC-400 Series:POC-410","A689C",2050.00,"Drop Ship"
"Total POC-410",,,,,,,,,,7,0,7,3074.00,,,3074.00,
"POC-410-KS1",,,,,,,,,,,,,,,,,
,"Sales Order","07/10/2025","08/29/2025",,"Prepay","07/10/2025","SO-20250976","6100059897","Venture Electronics Services (Malaysia) S",25,5,20,15625.00,"POC-400 Series:POC-410-KS1","A777",12500.00,"Drop Ship"
"Total POC-410-KS1",,,,,,,,,,25,5,20,15625.00,,,12500.00,
"POC-410-MEZ-KS",,,,,,,,,,,,,,,,,
,"Sales Order","07/10/2025","08/29/2025",,"Prepay","07/10/2025","SO-20250977","6100059899","Venture Electronics Services (Malaysia) S",25,5,20,17925.00,"POC-400 Series:POC-410-MEZ-KS","A777",14340.00,"Drop Ship"
"Total POC-410-MEZ-KS",,,,,,,,,,25,5,20,17925.00,,,14340.00,
"Total POC-400 Series",,,,,,,,,,208,10,198,107206.00,,,100496.00,
"POC-500 Series",,,,,,,,,,,,,,,,,
"POC-515",,,,,,,,,,,,,,,,,
,"Sales Order","07/22/2025","09/11/2025",,"Net 30","08/21/2025","SO-20251027","83150","MEDATech Engineering Services Ltd.",4,0,4,3524.00,"POC-500 Series:POC-515","A702",3524.00,"WH01S-NTA"
,"Sales Order","08/26/2025","10/09/2025",,"Net 30","09/25/2025","SO-20251212","P96730","CoastIPC, Inc.",5,0,5,3625.00,"POC-500 Series:POC-515","A689C",3625.00,"Drop Ship"
"Total POC-515",,,,,,,,,,9,0,9,7149.00,,,7149.00,
"POC-545",,,,,,,,,,,,,,,,,
,"Sales Order","09/02/2025","10/09/2025",,"Net 30","10/02/2025","SO-20251243","P96747","CoastIPC, Inc.",10,0,10,9100.00,"POC-500 Series:POC-545","A689C",9100.00,"Drop Ship"
,"Sales Order","09/16/2025","12/31/2025",,"Net 30","10/16/2025","SO-20251314","46247","Next Imaging, DBA 1stVision Inc.",2,0,2,2214.00,"POC-500 Series:POC-545","A702",2214.00,"WH01S-NTA"
"Total POC-545",,,,,,,,,,12,0,12,11314.00,,,11314.00,
"POC-551VTC",,,,,,,,,,,,,,,,,
,"Sales Order","08/25/2025","10/15/2025",,"Net 30","09/24/2025","SO-20251205","PO_5769","ACR-Advanced Construction Robotics, Inc.",3,0,3,2952.00,"POC-500 Series:POC-551VTC","A702",2952.00,"WH01S-NTA"
,"Sales Order","08/25/2025","10/15/2025",,"Net 30","09/24/2025","SO-20251205","PO_5769","ACR-Advanced Construction Robotics, Inc.",3,0,3,2892.00,"POC-500 Series:POC-551VTC","A702",2892.00,"WH01S-NTA"
"Total POC-551VTC",,,,,,,,,,6,0,6,5844.00,,,5844.00,
"POC-551VTC-GLE50-FP",,,,,,,,,,,,,,,,,
,"Sales Order","07/24/2025","09/26/2025",,"Net 30","08/23/2025","SO-20251049","P96577","CoastIPC, Inc.",36,0,36,30420.00,"POC-500 Series:POC-551VTC-GLE50-FP","A689C",30420.00,"Drop Ship"
,"Sales Order","07/24/2025","10/03/2025",,"Net 30","08/23/2025","SO-20251050","P96577","CoastIPC, Inc.",34,0,34,28730.00,"POC-500 Series:POC-551VTC-GLE50-FP","A689C",28730.00,"Drop Ship"
,"Sales Order","07/24/2025","11/21/2025",,"Net 30","08/23/2025","SO-20251051","P96577","CoastIPC, Inc.",24,0,24,20280.00,"POC-500 Series:POC-551VTC-GLE50-FP","A689C",20280.00,"Drop Ship"
,"Sales Order","07/24/2025","12/19/2025",,"Net 30","08/23/2025","SO-20251052","P96577","CoastIPC, Inc.",29,0,29,24505.00,"POC-500 Series:POC-551VTC-GLE50-FP","A689C",24505.00,"Drop Ship"
"Total POC-551VTC-GLE50-FP",,,,,,,,,,123,0,123,103935.00,,,103935.00,
"Total POC-500 Series",,,,,,,,,,150,0,150,128242.00,,,128242.00,
"POC-700 Series",,,,,,,,,,,,,,,,,
"POC-712-UL",,,,,,,,,,,,,,,,,
,"Sales Order","07/10/2025","09/17/2025",,"Net 30","08/09/2025","SO-20250978","0046482074","Lightning Pick | Matthews International",6,0,6,3600.00,"POC-700 Series:POC-712-UL","A689",3600.00,"WH01S-NTA"
,"Sales Order","09/04/2025","10/15/2025",,"Net 30","10/04/2025","SO-20251254","46506800","Lightning Pick | Matthews International",5,0,5,3000.00,"POC-700 Series:POC-712-UL","A689",3000.00,"WH01S-NTA"
"Total POC-712-UL",,,,,,,,,,11,0,11,6600.00,,,6600.00,
"POC-715",,,,,,,,,,,,,,,,,
,"Sales Order","03/13/2024","12/19/2025",,"NET 30 (50%) & Prepay (50%)","04/12/2024","SO-20240315","X110992","Xanthon LLC",100,0,100,74600.00,"POC-700 Series:POC-715","A689",74600.00,"WH01X-NTA"
"Total POC-715",,,,,,,,,,100,0,100,74600.00,,,74600.00,
"POC-715-CGN1",,,,,,,,,,,,,,,,,
,"Sales Order","07/23/2025","01/08/2026",,"Net 60","09/21/2025","SO-20251044","4500139970","Cognex Corporation",5,0,5,5340.00,"POC-700 Series:POC-715-CGN1","A702",5340.00,"WH01S-NTA"
,"Sales Order","07/24/2025","09/30/2025",,"Net 60","09/22/2025","SO-20251046","4500139969","Cognex Corporation",5,0,5,5340.00,"POC-700 Series:POC-715-CGN1","A702",5340.00,"WH01S-NTA"
"Total POC-715-CGN1",,,,,,,,,,10,0,10,10680.00,,,10680.00,
"POC-715-CGN2",,,,,,,,,,,,,,,,,
,"Sales Order","07/23/2025","01/08/2026",,"Net 60","09/21/2025","SO-20251044","4500139970","Cognex Corporation",5,0,5,4470.00,"POC-700 Series:POC-715-CGN2","A702",4470.00,"WH01S-NTA"
,"Sales Order","07/24/2025","09/30/2025",,"Net 60","09/22/2025","SO-20251046","4500139969","Cognex Corporation",10,0,10,8940.00,"POC-700 Series:POC-715-CGN2","A702",8940.00,"WH01S-NTA"
"Total POC-715-CGN2",,,,,,,,,,15,0,15,13410.00,,,13410.00,
"Total POC-700 Series",,,,,,,,,,136,0,136,105290.00,,,105290.00,
"Power Adapter",,,,,,,,,,,,,,,,,
"Cbl-OW-OW2-Black-50CM1",,,,,,,,,,,,,,,,,
,"Sales Order","08/22/2025","10/15/2025",,"Net 30","09/21/2025","SO-20251197","1034004374","FEV North America Inc.",1,0,1,3.00,"Power Adapter:Cbl-OW-OW2-Black-50CM1","A702",3.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/01/2025",,"Prepay","08/28/2025","SO-20251231","J936-09","Vortex Systems",1,0,1,26.00,"Power Adapter:Cbl-OW-OW2-Black-50CM1","A777",26.00,"WH01S-NTA"
"Total Cbl-OW-OW2-Black-50CM1",,,,,,,,,,2,0,2,29.00,,,29.00,
"Cbl-OW-OW2-Red-50CM1",,,,,,,,,,,,,,,,,
,"Sales Order","08/22/2025","10/15/2025",,"Net 30","09/21/2025","SO-20251197","1034004374","FEV North America Inc.",1,0,1,3.00,"Power Adapter:Cbl-OW-OW2-Red-50CM1","A702",3.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/01/2025",,"Prepay","08/28/2025","SO-20251231","J936-09","Vortex Systems",1,0,1,26.00,"Power Adapter:Cbl-OW-OW2-Red-50CM1","A777",26.00,"WH01S-NTA"
"Total Cbl-OW-OW2-Red-50CM1",,,,,,,,,,2,0,2,29.00,,,29.00,
"Cbl-PC-OW3-180CM1",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251186","3008881458","The University of Michigan",1,0,1,4.00,"Power Adapter:Cbl-PC-OW3-180CM1","A702",4.00,"WH01S-NTA"
,"Sales Order","08/22/2025","10/15/2025",,"Net 30","09/21/2025","SO-20251197","1034004374","FEV North America Inc.",1,0,1,4.00,"Power Adapter:Cbl-PC-OW3-180CM1","A702",4.00,"WH01S-NTA"
,"Sales Order","08/27/2025","09/26/2025",,"Prepay","08/27/2025","SO-20251223","25003767","HERZOG SERVICES, INC.",2,0,2,28.00,"Power Adapter:Cbl-PC-OW3-180CM1","A689",28.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/01/2025",,"Prepay","08/28/2025","SO-20251231","J936-09","Vortex Systems",1,0,1,27.00,"Power Adapter:Cbl-PC-OW3-180CM1","A777",27.00,"WH01S-NTA"
"Total Cbl-PC-OW3-180CM1",,,,,,,,,,5,0,5,63.00,,,63.00,
"Cbl-PC-TW-180CM1",,,,,,,,,,,,,,,,,
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250601","41477111","Inficon Inc.",23,0,23,92.00,"Power Adapter:Cbl-PC-TW-180CM1","A777",92.00,"WH01S-NTA"
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250600","41477111","Inficon Inc.",21,0,21,84.00,"Power Adapter:Cbl-PC-TW-180CM1","A777",84.00,"WH01S-NTA"
,"Sales Order","05/19/2025","08/13/2025",,"Net 30","06/18/2025","SO-20250701","41479953","Inficon Inc.",30,0,30,120.00,"Power Adapter:Cbl-PC-TW-180CM1","A777",120.00,"WH01S-NTA"
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250726","41481439","Inficon Inc.",30,0,30,120.00,"Power Adapter:Cbl-PC-TW-180CM1","A777",120.00,"WH01S-NTA"
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250728","41481440","Inficon Inc.",30,0,30,120.00,"Power Adapter:Cbl-PC-TW-180CM1","A777",120.00,"WH01S-NTA"
,"Sales Order","07/10/2025","09/17/2025",,"Net 30","08/09/2025","SO-20250978","0046482074","Lightning Pick | Matthews International",6,0,6,24.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",24.00,"WH01S-NTA"
,"Sales Order","07/25/2025","09/17/2025",,"Net 30","08/24/2025","SO-20251067","310P062116","Flanders Electric Motor Service, LLC(IN)",2,0,2,8.00,"Power Adapter:Cbl-PC-TW-180CM1","A702",8.00,"WH01S-NTA"
,"Sales Order","08/04/2025","09/24/2025",,"Prepay","08/04/2025","SO-20251103","QTD_IM_250602","International Motors, LLC",6,0,6,24.00,"Power Adapter:Cbl-PC-TW-180CM1","A702",24.00,"WH01S-NTA"
,"Sales Order","08/05/2025","10/22/2025",,"Prepay","08/05/2025","SO-20251111","PC12084709","NASA-Johnson Space Center",1,0,1,27.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",27.00,"WH01S-NTA"
,"Sales Order","08/07/2025","10/22/2025",,"Prepay","08/07/2025","SO-20251126","PF6264","Sanctuary Cognitive Systems Corporation",2,0,2,52.00,"Power Adapter:Cbl-PC-TW-180CM1","A702",52.00,"WH01S-NTA"
,"Sales Order","08/07/2025","09/10/2025",,"Prepay","08/07/2025","SO-20251131","1015","Acuitus Ag, Inc.",2,0,2,8.00,"Power Adapter:Cbl-PC-TW-180CM1","A800",8.00,"WH01S-NTA"
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251184","450879","PaR SYSTEMS LLC",1,0,1,4.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",4.00,"WH01S-NTA"
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251184","450879","PaR SYSTEMS LLC",1,0,1,4.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",4.00,"WH01S-NTA"
,"Sales Order","08/21/2025","09/19/2025",,"Prepay","08/21/2025","SO-20251185","QTD_Tenneco_250808","Tenneco (VA)",2,0,2,8.00,"Power Adapter:Cbl-PC-TW-180CM1","A777",8.00,"WH01S-NTA"
,"Sales Order","08/22/2025","10/15/2025",,"Net 30","09/21/2025","SO-20251196","1034004374","FEV North America Inc.",1,0,1,4.00,"Power Adapter:Cbl-PC-TW-180CM1","A702",4.00,"WH01S-NTA"
,"Sales Order","08/26/2025","09/24/2025",,"Prepay","08/26/2025","SO-20251210","POV44892","Velasea",19,0,19,494.00,"Power Adapter:Cbl-PC-TW-180CM1","A800",494.00,"WH01S-NTA"
,"Sales Order","08/27/2025","10/15/2025",,"Prepay","08/27/2025","SO-20251222","QTD_ScoutAI_2508085","Scout AI Inc",4,0,4,104.00,"Power Adapter:Cbl-PC-TW-180CM1","A800",104.00,"WH01S-NTA"
,"Sales Order","08/27/2025","10/21/2025",,"Prepay","08/27/2025","SO-20251227","6100075127","The Timken Company",1,0,1,4.00,"Power Adapter:Cbl-PC-TW-180CM1","A702",4.00,"WH01S-NTA"
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",2,0,2,8.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",8.00,"WH01S-NTA"
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",1,0,1,4.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",4.00,"WH01S-NTA"
,"Sales Order","08/28/2025","12/31/2025",,"Net 120","12/26/2025","SO-20251228","QTD_Honeywell_250728","Honeywell Aerospace (TX)",3,0,3,12.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",12.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/01/2025",,"Net 45","10/12/2025","SO-20251235","7000608984","Boston Scientific",1,0,1,4.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",4.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/21/2025",,"Prepay","08/28/2025","SO-20251236"," QTD_USACE_2507093","US Army Corps of Engineers, ERDC-IEI",2,0,2,52.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",52.00,"WH01S-NTA"
,"Sales Order","08/29/2025","10/01/2025",,"Net 45","10/13/2025","SO-20251241","7000609563","Boston Scientific",1,0,1,4.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",4.00,"WH01S-NTA"
,"Sales Order","09/02/2025","09/26/2025",,"Net 30","10/02/2025","SO-20251242","13533","QDS Systems, Inc.",1,0,1,4.00,"Power Adapter:Cbl-PC-TW-180CM1","A689",4.00,"WH01S-NTA"
