,"Type","Date","Ship Date","Deliv Date","Terms","Due Date","Num","P. O. #","Name","Qty","Invoiced","Backordered","Amount","Item","Rep","Open Balance","Inventory Site"
"Inventory",,,,,,,,,,,,,,,,,
"Accessory",,,,,,,,,,,,,,,,,
,"Sales Order","09/09/2025","09/24/2025",,"Prepay","09/09/2025","SO-20251276","PO24717","E-Technologies Group, LLC",1,0,1,81.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5-PN","A689",81.00,"WH01S-NTA"
"Total M.280-SSD-512GB-PCIe44-TLC5-PN",,,,,,,,,,10,0,10,810.00,,,810.00,
"M.280-SSD-512GB-PCIe44-TLC5WT-T",,,,,,,,,,,,,,,,,
,"Sales Order","06/09/2025","11/03/2025",,"Net 30","07/09/2025","SO-20250818","4504572724","Celestica LLC",15,0,15,1725.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T","A800",1725.00,"WH01X-NTA"
,"Sales Order","06/09/2025","10/10/2025",,"Net 30","07/09/2025","SO-20250820","4504572723","Celestica LLC",15,0,15,1725.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T","A800",1725.00,"WH01X-NTA"
,"Sales Order","06/09/2025","12/01/2025",,"Net 30","07/09/2025","SO-20250821","4504572725","Celestica LLC",15,0,15,1725.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T","A800",1725.00,"WH01X-NTA"
,"Sales Order","06/25/2025","08/06/2025",,"Prepay","06/25/2025","SO-20250911","QTD_Rotor_250623","Rotor Technologies, Inc.",2,0,2,230.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T","A702",230.00,"WH01S-NTA"
,"Sales Order","07/22/2025","09/11/2025",,"Net 30","08/21/2025","SO-20251027","83150","MEDATech Engineering Services Ltd.",4,0,4,460.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T","A702",460.00,"WH01S-NTA"
,"Sales Order","07/23/2025","10/01/2025",,"Net 30","08/22/2025","SO-20251040","PO3560","Outrider Technologies",4,1,3,460.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T","A800",345.00,"WH01S-NTA"
,"Sales Order","09/10/2025","12/31/2025",,"Prepay","09/10/2025","SO-20251286"," QTD_PeakWiFi_250909","Peak WiFi, LLC",1,0,1,115.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T","A800",115.00,"WH01S-NTA"
,"Sales Order","09/11/2025","12/31/2025",,"Net 30","10/11/2025","SO-20251294","00007719","Evolution Motion Solutions",1,0,1,115.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T","A702",115.00,"WH01S-NTA"
,"Sales Order","09/12/2025","12/31/2025",,"Net 30","10/12/2025","SO-20251304","00007736","Evolution Motion Solutions",1,0,1,115.00,"Storage:M.280-SSD-512GB-PCIe44-TLC5WT-T","A702",115.00,"WH01S-NTA"
"Total M.280-SSD-512GB-PCIe44-TLC5WT-T",,,,,,,,,,58,1,57,6670.00,,,6555.00,
"M.280-SSD-512GB-SATA-TLC5-PN",,,,,,,,,,,,,,,,,
,"Sales Order","07/10/2025","08/29/2025",,"Prepay","07/10/2025","SO-20250976","6100059897","Venture Electronics Services (Malaysia) S",25,5,20,4625.00,"Storage:M.280-SSD-512GB-SATA-TLC5-PN","A777",3700.00,"Drop Ship"
,"Sales Order","07/10/2025","08/29/2025",,"Prepay","07/10/2025","SO-20250977","6100059899","Venture Electronics Services (Malaysia) S",25,5,20,5300.00,"Storage:M.280-SSD-512GB-SATA-TLC5-PN","A777",4240.00,"Drop Ship"
"Total M.280-SSD-512GB-SATA-TLC5-PN",,,,,,,,,,50,10,40,9925.00,,,7940.00,
"mSATA-512GB-TLCWT-IK",,,,,,,,,,,,,,,,,
,"Sales Order","08/25/2025","10/15/2025",,"Net 30","09/24/2025","SO-20251205","PO_5769","ACR-Advanced Construction Robotics, Inc.",3,0,3,816.00,"Storage:mSATA-512GB-TLCWT-IK","A702",816.00,"WH01S-NTA"
,"Sales Order","08/25/2025","10/15/2025",,"Net 30","09/24/2025","SO-20251205","PO_5769","ACR-Advanced Construction Robotics, Inc.",3,0,3,816.00,"Storage:mSATA-512GB-TLCWT-IK","A702",816.00,"WH01S-NTA"
"Total mSATA-512GB-TLCWT-IK",,,,,,,,,,6,0,6,1632.00,,,1632.00,
"mSATAHS-64GB-MLCWT-IK",,,,,,,,,,,,,,,,,
,"Sales Order","07/22/2025","09/24/2025",,"Net 30","08/21/2025","SO-20251029","16134","Automated Environments",25,0,25,2475.00,"Storage:mSATAHS-64GB-MLCWT-IK","A689",2475.00,"WH01S-NTA"
,"Sales Order","07/22/2025","11/21/2025",,"Net 30","08/21/2025","SO-20251030","16134","Automated Environments",25,0,25,2475.00,"Storage:mSATAHS-64GB-MLCWT-IK","A689",2475.00,"WH01S-NTA"
,"Sales Order","07/22/2025","01/30/2026",,"Net 30","08/21/2025","SO-20251031","16134","Automated Environments",25,0,25,2475.00,"Storage:mSATAHS-64GB-MLCWT-IK","A689",2475.00,"WH01S-NTA"
,"Sales Order","07/22/2025","02/27/2026",,"Net 30","08/21/2025","SO-20251032","16134","Automated Environments",25,0,25,2475.00,"Storage:mSATAHS-64GB-MLCWT-IK","A689",2475.00,"WH01S-NTA"
"Total mSATAHS-64GB-MLCWT-IK",,,,,,,,,,100,0,100,9900.00,,,9900.00,
"SSD-1920GB-TLC-IL1",,,,,,,,,,,,,,,,,
,"Sales Order","03/05/2025","04/24/2026",,"Net 30","04/04/2025","SO-20250329","PO208679","Noah Medical U.S.",4,0,4,2000.00,"Storage:SSD-1920GB-TLC-IL1","A800",2000.00,"WH01S-NTA"
,"Sales Order","03/05/2025","06/24/2026",,"Net 30","04/04/2025","SO-20250330","PO208679","Noah Medical U.S.",10,0,10,5000.00,"Storage:SSD-1920GB-TLC-IL1","A800",5000.00,"WH01S-NTA"
,"Sales Order","03/05/2025","08/25/2026",,"Net 30","04/04/2025","SO-20250331","PO208679","Noah Medical U.S.",10,0,10,5000.00,"Storage:SSD-1920GB-TLC-IL1","A800",5000.00,"WH01S-NTA"
,"Sales Order","03/05/2025","12/26/2025",,"Net 30","04/04/2025","SO-20250332","PO208679","Noah Medical U.S.",2,0,2,1000.00,"Storage:SSD-1920GB-TLC-IL1","A800",1000.00,"WH01S-NTA"
,"Sales Order","03/05/2025","10/24/2025",,"Net 30","04/04/2025","SO-20250326","PO208679","Noah Medical U.S.",10,0,10,5000.00,"Storage:SSD-1920GB-TLC-IL1","A800",5000.00,"WH01S-NTA"
,"Sales Order","03/05/2025","12/26/2025",,"Net 30","04/04/2025","SO-20250327","PO208679","Noah Medical U.S.",10,0,10,5000.00,"Storage:SSD-1920GB-TLC-IL1","A800",5000.00,"WH01S-NTA"
,"Sales Order","03/05/2025","02/20/2026",,"Net 30","04/04/2025","SO-20250328","PO208679","Noah Medical U.S.",10,0,10,5000.00,"Storage:SSD-1920GB-TLC-IL1","A800",5000.00,"WH01S-NTA"
,"Sales Order","03/05/2025","04/24/2026",,"Net 30","04/04/2025","SO-20250329","PO208679","Noah Medical U.S.",6,0,6,3000.00,"Storage:SSD-1920GB-TLC-IL1","A800",3000.00,"WH01S-NTA"
"Total SSD-1920GB-TLC-IL1",,,,,,,,,,62,0,62,31000.00,,,31000.00,
"SSD-1TB-TLC5ET-TD",,,,,,,,,,,,,,,,,
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250600","41477111","Inficon Inc.",21,0,21,2100.00,"Storage:SSD-1TB-TLC5ET-TD","A777",2100.00,"WH01S-NTA"
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250601","41477111","Inficon Inc.",23,0,23,2300.00,"Storage:SSD-1TB-TLC5ET-TD","A777",2300.00,"WH01S-NTA"
,"Sales Order","05/19/2025","08/13/2025",,"Net 30","06/18/2025","SO-20250701","41479953","Inficon Inc.",30,0,30,3000.00,"Storage:SSD-1TB-TLC5ET-TD","A777",3000.00,"WH01S-NTA"
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250726","41481439","Inficon Inc.",30,0,30,3000.00,"Storage:SSD-1TB-TLC5ET-TD","A777",3000.00,"WH01S-NTA"
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250728","41481440","Inficon Inc.",30,0,30,3000.00,"Storage:SSD-1TB-TLC5ET-TD","A777",3000.00,"WH01S-NTA"
,"Sales Order","06/04/2025","10/01/2025",,"Net 30","07/04/2025","SO-20250789","267056","INDUSTRIES MACHINEX INC.",20,0,20,7520.00,"Storage:SSD-1TB-TLC5ET-TD","A702",7520.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/21/2025",,"Net 30","09/27/2025","SO-20251229","CYNGN-1275","CYNGN INC.",4,0,4,400.00,"Storage:SSD-1TB-TLC5ET-TD","A800",400.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/01/2025",,"Net 45","10/12/2025","SO-20251235","7000608984","Boston Scientific",1,0,1,100.00,"Storage:SSD-1TB-TLC5ET-TD","A689",100.00,"WH01S-NTA"
,"Sales Order","08/29/2025","10/01/2025",,"Net 45","10/13/2025","SO-20251241","7000609563","Boston Scientific",1,0,1,100.00,"Storage:SSD-1TB-TLC5ET-TD","A689",100.00,"WH01S-NTA"
,"Sales Order","09/02/2025","09/26/2025",,"Net 30","10/02/2025","SO-20251242","13533","QDS Systems, Inc.",1,0,1,100.00,"Storage:SSD-1TB-TLC5ET-TD","A689",100.00,"WH01S-NTA"
,"Sales Order","09/03/2025","10/20/2025",,"Net 45","10/18/2025","SO-20251250","7000610874","Boston Scientific",1,0,1,100.00,"Storage:SSD-1TB-TLC5ET-TD","A689",100.00,"WH01S-NTA"
,"Sales Order","09/03/2025","10/08/2025",,"Prepay","09/03/2025","SO-20251251","0032539","RIDGELINE ENGINEERING CO.",3,0,3,300.00,"Storage:SSD-1TB-TLC5ET-TD","A800",300.00,"WH01S-NTA"
,"Sales Order","09/09/2025","10/21/2025",,"Net 45","10/24/2025","SO-20251283","7000612884","Boston Scientific",3,0,3,300.00,"Storage:SSD-1TB-TLC5ET-TD","A689",300.00,"WH01S-NTA"
,"Sales Order","09/11/2025","12/31/2025",,"Prepay","09/11/2025","SO-20251295","0032592","RIDGELINE ENGINEERING CO.",1,0,1,100.00,"Storage:SSD-1TB-TLC5ET-TD","A800",100.00,"WH01S-NTA"
"Total SSD-1TB-TLC5ET-TD",,,,,,,,,,169,0,169,22420.00,,,22420.00,
"SSD-1TB-TLC5WT-TD",,,,,,,,,,,,,,,,,
,"Sales Order","08/04/2025","09/24/2025",,"Prepay","08/04/2025","SO-20251103","QTD_IM_250602","International Motors, LLC",6,0,6,1104.00,"Storage:SSD-1TB-TLC5WT-TD","A702",1104.00,"WH01S-NTA"
,"Sales Order","08/12/2025","10/15/2025",,"Prepay","08/12/2025","SO-20251145","7274","Near Earth Autonomy",2,0,2,368.00,"Storage:SSD-1TB-TLC5WT-TD","A702",368.00,"WH01S-NTA"
,"Sales Order","08/19/2025","11/07/2025",,"Prepay","08/19/2025","SO-20251174","7291","Near Earth Autonomy",4,0,4,736.00,"Storage:SSD-1TB-TLC5WT-TD","A702",736.00,"WH01S-NTA"
"Total SSD-1TB-TLC5WT-TD",,,,,,,,,,12,0,12,2208.00,,,2208.00,
"SSD-256GB-TLC5WT-TD",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","09/19/2025",,"Prepay","08/21/2025","SO-20251185","QTD_Tenneco_250808","Tenneco (VA)",2,0,2,130.00,"Storage:SSD-256GB-TLC5WT-TD","A777",130.00,"WH01S-NTA"
"Total SSD-256GB-TLC5WT-TD",,,,,,,,,,2,0,2,130.00,,,130.00,
"SSD-2TB-TLC-IK",,,,,,,,,,,,,,,,,
,"Sales Order","07/01/2025","09/24/2025",,"Prepay","07/01/2025","SO-20250933","AI-001529, AI-001530","Applied Intuition, Inc.",25,0,25,18700.00,"Storage:SSD-2TB-TLC-IK","A800",18700.00,"WH01S-NTA"
,"Sales Order","07/01/2025","09/30/2025",,"Prepay","07/01/2025","SO-20250935","AI-001532, AI-001533","Applied Intuition, Inc.",25,0,25,18700.00,"Storage:SSD-2TB-TLC-IK","A800",18700.00,"WH01S-NTA"
,"Sales Order","07/01/2025","10/08/2025",,"Prepay","07/01/2025","SO-20250936","AI-001536, AI-001537","Applied Intuition, Inc.",25,0,25,18700.00,"Storage:SSD-2TB-TLC-IK","A800",18700.00,"WH01S-NTA"
,"Sales Order","08/05/2025","10/22/2025",,"Prepay","08/05/2025","SO-20251113","AI-001848","Applied Intuition, Inc.",25,0,25,18700.00,"Storage:SSD-2TB-TLC-IK","A800",18700.00,"WH01S-NTA"
"Total SSD-2TB-TLC-IK",,,,,,,,,,100,0,100,74800.00,,,74800.00,
"SSD-2TB-TLC5WT-TD",,,,,,,,,,,,,,,,,
,"Sales Order","08/22/2025","09/29/2025",,"Prepay","08/22/2025","SO-20251198","PO25-02085","Neya Systems",1,0,1,322.00,"Storage:SSD-2TB-TLC5WT-TD","A702",322.00,"WH01S-NTA"
,"Sales Order","08/28/2025","12/31/2025",,"Net 120","12/26/2025","SO-20251228","QTD_Honeywell_250728","Honeywell Aerospace (TX)",3,0,3,966.00,"Storage:SSD-2TB-TLC5WT-TD","A689",966.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/21/2025",,"Prepay","08/28/2025","SO-20251236"," QTD_USACE_2507093","US Army Corps of Engineers, ERDC-IEI",2,0,2,644.00,"Storage:SSD-2TB-TLC5WT-TD","A689",644.00,"WH01S-NTA"
,"Sales Order","09/03/2025","12/31/2025",,"Net 30","10/03/2025","SO-20251248","PO-0138392","Carnegie Robotics LLC",6,0,6,1932.00,"Storage:SSD-2TB-TLC5WT-TD","A702",1932.00,"WH01S-NTA"
,"Sales Order","09/11/2025","12/31/2025",,"Net 30","10/11/2025","SO-20251296","00505701","LASERAX INC",6,0,6,1932.00,"Storage:SSD-2TB-TLC5WT-TD","A702",1932.00,"WH01S-NTA"
"Total SSD-2TB-TLC5WT-TD",,,,,,,,,,18,0,18,5796.00,,,5796.00,
"SSD-4TB-TLC-SS",,,,,,,,,,,,,,,,,
,"Sales Order","08/01/2025","10/01/2025",,"Prepay","08/01/2025","SO-20251095","PO5343","Dexterity, Inc.",4,0,4,1500.00,"Storage:SSD-4TB-TLC-SS","A800",1500.00,"WH601C-NT"
,"Sales Order","08/15/2025","12/31/2025",,"Prepay","08/15/2025","SO-20251167","PO5382","Dexterity, Inc.",4,0,4,1500.00,"Storage:SSD-4TB-TLC-SS","A800",1500.00,"WH601C-NT"
"Total SSD-4TB-TLC-SS",,,,,,,,,,8,0,8,3000.00,,,3000.00,
"SSD-4TB-TLC5WT-TD",,,,,,,,,,,,,,,,,
,"Sales Order","08/15/2025","10/03/2025",,"Net 30","09/14/2025","SO-20251166","PO-0138172","Carnegie Robotics LLC",4,0,4,2440.00,"Storage:SSD-4TB-TLC5WT-TD","A702",2440.00,"WH01S-NTA"
"Total SSD-4TB-TLC5WT-TD",,,,,,,,,,4,0,4,2440.00,,,2440.00,
"SSD-4TB-TLCWT5-IK",,,,,,,,,,,,,,,,,
,"Sales Order","06/09/2025","11/03/2025",,"Net 30","07/09/2025","SO-20250818","4504572724","Celestica LLC",15,0,15,9285.00,"Storage:SSD-4TB-TLCWT5-IK","A800",9285.00,"WH01X-NTA"
,"Sales Order","06/09/2025","10/10/2025",,"Net 30","07/09/2025","SO-20250820","4504572723","Celestica LLC",15,0,15,9285.00,"Storage:SSD-4TB-TLCWT5-IK","A800",9285.00,"WH01X-NTA"
,"Sales Order","06/09/2025","12/01/2025",,"Net 30","07/09/2025","SO-20250821","4504572725","Celestica LLC",15,0,15,9285.00,"Storage:SSD-4TB-TLCWT5-IK","A800",9285.00,"WH01X-NTA"
"Total SSD-4TB-TLCWT5-IK",,,,,,,,,,45,0,45,27855.00,,,27855.00,
"SSD-512GB-TLC5ET-PN",,,,,,,,,,,,,,,,,
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",2,0,2,168.00,"Storage:SSD-512GB-TLC5ET-PN","A689",168.00,"WH01S-NTA"
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",1,0,1,84.00,"Storage:SSD-512GB-TLC5ET-PN","A689",84.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/01/2025",,"Prepay","08/28/2025","SO-20251231","J936-09","Vortex Systems",1,0,1,84.00,"Storage:SSD-512GB-TLC5ET-PN","A777",84.00,"WH01S-NTA"
,"Sales Order","09/11/2025","10/03/2025",,"Prepay","09/11/2025","SO-20251298","N091125","Ball Horticultural Company",3,0,3,252.00,"Storage:SSD-512GB-TLC5ET-PN","A689",252.00,"WH01S-NTA"
"Total SSD-512GB-TLC5ET-PN",,,,,,,,,,7,0,7,588.00,,,588.00,
"SSD-512GB-TLC5WT-TD",,,,,,,,,,,,,,,,,
,"Sales Order","07/25/2025","09/17/2025",,"Net 30","08/24/2025","SO-20251067","310P062116","Flanders Electric Motor Service, LLC(IN)",4,0,4,428.00,"Storage:SSD-512GB-TLC5WT-TD","A702",428.00,"WH01S-NTA"
,"Sales Order","09/04/2025","12/31/2025",,"Prepay","09/04/2025","SO-20251259","405","Candela Technologies Inc.",2,0,2,214.00,"Storage:SSD-512GB-TLC5WT-TD","A800",214.00,"WH01S-NTA"
,"Sales Order","09/11/2025","12/31/2025",,"Net 30","10/11/2025","SO-20251296","00505701","LASERAX INC",6,0,6,642.00,"Storage:SSD-512GB-TLC5WT-TD","A702",642.00,"WH01S-NTA"
"Total SSD-512GB-TLC5WT-TD",,,,,,,,,,12,0,12,1284.00,,,1284.00,
"Total Storage",,,,,,,,,,1425,11,1414,363227.00,,,361127.00,
"Windows OS",,,,,,,,,,,,,,,,,
"Win10IoT19-Entry",,,,,,,,,,,,,,,,,
,"Sales Order","07/22/2025","09/24/2025",,"Net 30","08/21/2025","SO-20251029","16134","Automated Environments",25,0,25,1275.00,"Windows OS:Win10IoT19-Entry","A689",1275.00,"WH01S-NTA"
,"Sales Order","07/22/2025","11/21/2025",,"Net 30","08/21/2025","SO-20251030","16134","Automated Environments",25,0,25,1275.00,"Windows OS:Win10IoT19-Entry","A689",1275.00,"WH01S-NTA"
,"Sales Order","07/22/2025","01/30/2026",,"Net 30","08/21/2025","SO-20251031","16134","Automated Environments",25,0,25,1275.00,"Windows OS:Win10IoT19-Entry","A689",1275.00,"WH01S-NTA"
,"Sales Order","07/22/2025","02/27/2026",,"Net 30","08/21/2025","SO-20251032","16134","Automated Environments",25,0,25,1275.00,"Windows OS:Win10IoT19-Entry","A689",1275.00,"WH01S-NTA"
"Total Win10IoT19-Entry",,,,,,,,,,100,0,100,5100.00,,,5100.00,
"Win10IoT19-Value",,,,,,,,,,,,,,,,,
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250600","41477111","Inficon Inc.",21,0,21,2163.00,"Windows OS:Win10IoT19-Value","A777",2163.00,"WH01S-NTA"
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250601","41477111","Inficon Inc.",23,0,23,2369.00,"Windows OS:Win10IoT19-Value","A777",2369.00,"WH01S-NTA"
,"Sales Order","05/19/2025","08/13/2025",,"Net 30","06/18/2025","SO-20250701","41479953","Inficon Inc.",30,0,30,3090.00,"Windows OS:Win10IoT19-Value","A777",3090.00,"WH01S-NTA"
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250726","41481439","Inficon Inc.",30,0,30,3090.00,"Windows OS:Win10IoT19-Value","A777",3090.00,"WH01S-NTA"
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250728","41481440","Inficon Inc.",30,0,30,3090.00,"Windows OS:Win10IoT19-Value","A777",3090.00,"WH01S-NTA"
"Total Win10IoT19-Value",,,,,,,,,,134,0,134,13802.00,,,13802.00,
"Win10IoT21-Entry",,,,,,,,,,,,,,,,,
,"Sales Order","07/10/2025","09/17/2025",,"Net 30","08/09/2025","SO-20250978","0046482074","Lightning Pick | Matthews International",6,0,6,306.00,"Windows OS:Win10IoT21-Entry","A689",306.00,"WH01S-NTA"
,"Sales Order","09/04/2025","10/15/2025",,"Net 30","10/04/2025","SO-20251254","46506800","Lightning Pick | Matthews International",5,0,5,255.00,"Windows OS:Win10IoT21-Entry","A689",255.00,"WH01S-NTA"
"Total Win10IoT21-Entry",,,,,,,,,,11,0,11,561.00,,,561.00,
"Win10IoT21-High",,,,,,,,,,,,,,,,,
,"Sales Order","07/25/2025","09/17/2025",,"Net 30","08/24/2025","SO-20251067","310P062116","Flanders Electric Motor Service, LLC(IN)",2,0,2,378.00,"Windows OS:Win10IoT21-High","A702",378.00,"WH01S-NTA"
,"Sales Order","09/10/2025","12/31/2025",,"Prepay","09/10/2025","SO-20251286"," QTD_PeakWiFi_250909","Peak WiFi, LLC",1,0,1,189.00,"Windows OS:Win10IoT21-High","A800",189.00,"WH01S-NTA"
,"Sales Order","09/12/2025","12/31/2025",,"Prepay","09/12/2025","SO-20251299","2581562","ABB Electrification Canada inc.",1,0,1,189.00,"Windows OS:Win10IoT21-High","A702",189.00,"WH01S-NTA"
"Total Win10IoT21-High",,,,,,,,,,4,0,4,756.00,,,756.00,
"Win10IoT21-Value",,,,,,,,,,,,,,,,,
,"Sales Order","03/27/2025","10/21/2025",,"Net 30","04/26/2025","SO-20250452","15069","Tek84 Inc.",20,0,20,2060.00,"Windows OS:Win10IoT21-Value","A800",2060.00,"WH01X-NTA"
,"Sales Order","03/27/2025","12/02/2025",,"Net 30","04/26/2025","SO-20250453","15069","Tek84 Inc.",20,0,20,2060.00,"Windows OS:Win10IoT21-Value","A800",2060.00,"WH01X-NTA"
,"Sales Order","03/27/2025","01/09/2026",,"Net 30","04/26/2025","SO-20250454","15069","Tek84 Inc.",20,0,20,2060.00,"Windows OS:Win10IoT21-Value","A800",2060.00,"WH01X-NTA"
,"Sales Order","03/27/2025","02/10/2026",,"Net 30","04/26/2025","SO-20250455","15069","Tek84 Inc.",20,0,20,2060.00,"Windows OS:Win10IoT21-Value","A800",2060.00,"WH01X-NTA"
,"Sales Order","03/27/2025","02/24/2026",,"Net 30","04/26/2025","SO-20250456","15069","Tek84 Inc.",20,0,20,2060.00,"Windows OS:Win10IoT21-Value","A800",2060.00,"WH01X-NTA"
,"Sales Order","03/27/2025","03/31/2026",,"Net 30","04/26/2025","SO-20250457","15069","Tek84 Inc.",20,0,20,2060.00,"Windows OS:Win10IoT21-Value","A800",2060.00,"WH01X-NTA"
,"Sales Order","03/27/2025","05/01/2026",,"Net 30","04/26/2025","SO-20250458","15069","Tek84 Inc.",20,0,20,2060.00,"Windows OS:Win10IoT21-Value","A800",2060.00,"WH01X-NTA"
,"Sales Order","08/21/2025","09/19/2025",,"Prepay","08/21/2025","SO-20251185","QTD_Tenneco_250808","Tenneco (VA)",2,0,2,206.00,"Windows OS:Win10IoT21-Value","A777",206.00,"WH01S-NTA"
,"Sales Order","09/02/2025","09/26/2025",,"Net 30","10/02/2025","SO-20251242","13533","QDS Systems, Inc.",1,0,1,103.00,"Windows OS:Win10IoT21-Value","A689",103.00,"WH01S-NTA"
"Total Win10IoT21-Value",,,,,,,,,,143,0,143,14729.00,,,14729.00,
"Win10Pro-ENG64",,,,,,,,,,,,,,,,,
,"Sales Order","08/26/2025","09/30/2025",,"Net 30","09/25/2025","SO-20251208","00505553(1)","LASERAX INC",2,0,2,460.00,"Windows OS:Win10Pro-ENG64","A702",460.00,"WH01S-NTA"
,"Sales Order","09/03/2025","10/08/2025",,"Prepay","09/03/2025","SO-20251251","0032539","RIDGELINE ENGINEERING CO.",3,0,3,690.00,"Windows OS:Win10Pro-ENG64","A800",690.00,"WH01S-NTA"
,"Sales Order","09/09/2025","12/31/2025",,"Net 30","10/09/2025","SO-20251281","A000859800","L3HARRIS TECHNOLOGIES, INC.",7,0,7,1610.00,"Windows OS:Win10Pro-ENG64","A777",1610.00,"WH01S-NTA"
,"Sales Order","09/11/2025","12/31/2025",,"Prepay","09/11/2025","SO-20251295","0032592","RIDGELINE ENGINEERING CO.",1,0,1,230.00,"Windows OS:Win10Pro-ENG64","A800",230.00,"WH01S-NTA"
"Total Win10Pro-ENG64",,,,,,,,,,13,0,13,2990.00,,,2990.00,
"Win11IoT24-Entry",,,,,,,,,,,,,,,,,
,"Sales Order","09/05/2025","10/24/2025",,"Prepay","09/05/2025","SO-20251265","14648","The Alliance",1,0,1,51.00,"Windows OS:Win11IoT24-Entry","A800",51.00,"WH01S-NTA"
,"Sales Order","09/16/2025","12/31/2025",,"Prepay","09/16/2025","SO-20251311","14666","The Alliance",10,0,10,510.00,"Windows OS:Win11IoT24-Entry","A800",510.00,"WH01S-NTA"
"Total Win11IoT24-Entry",,,,,,,,,,11,0,11,561.00,,,561.00,
"Win11IoT24-High",,,,,,,,,,,,,,,,,
,"Sales Order","08/27/2025","10/21/2025",,"Prepay","08/27/2025","SO-20251227","6100075127","The Timken Company",1,0,1,189.00,"Windows OS:Win11IoT24-High","A702",189.00,"WH01S-NTA"
,"Sales Order","08/27/2025","09/26/2025",,"Prepay","08/27/2025","SO-20251223","25003767","HERZOG SERVICES, INC.",2,0,2,378.00,"Windows OS:Win11IoT24-High","A689",378.00,"WH01S-NTA"
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",2,0,2,378.00,"Windows OS:Win11IoT24-High","A689",378.00,"WH01S-NTA"
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",1,0,1,189.00,"Windows OS:Win11IoT24-High","A689",189.00,"WH01S-NTA"
,"Sales Order","08/28/2025","09/24/2025",,"Prepay","08/28/2025","SO-20251237","PO24530","E-Technologies Group, LLC",1,0,1,189.00,"Windows OS:Win11IoT24-High","A689",189.00,"WH01S-NTA"
,"Sales Order","09/08/2025","12/31/2025",,"Prepay","09/08/2025","SO-20251269","8014.07-01","ASI Technology, Inc.",1,0,1,189.00,"Windows OS:Win11IoT24-High","A777",189.00,"WH01S-NTA"
,"Sales Order","09/09/2025","09/24/2025",,"Prepay","09/09/2025","SO-20251276","PO24717","E-Technologies Group, LLC",1,0,1,189.00,"Windows OS:Win11IoT24-High","A689",189.00,"WH01S-NTA"
,"Sales Order","09/11/2025","12/31/2025",,"Net 30","10/11/2025","SO-20251294","00007719","Evolution Motion Solutions",1,0,1,189.00,"Windows OS:Win11IoT24-High","A702",189.00,"WH01S-NTA"
,"Sales Order","09/11/2025","10/03/2025",,"Prepay","09/11/2025","SO-20251298","N091125","Ball Horticultural Company",3,0,3,567.00,"Windows OS:Win11IoT24-High","A689",567.00,"WH01S-NTA"
,"Sales Order","09/12/2025","12/31/2025",,"Net 30","10/12/2025","SO-20251304","00007736","Evolution Motion Solutions",1,0,1,189.00,"Windows OS:Win11IoT24-High","A702",189.00,"WH01S-NTA"
,"Sales Order","09/12/2025","12/31/2025",,"Prepay","09/12/2025","SO-20251306","PO-036318","ADVANCED TECH & RESEARCH",3,0,3,567.00,"Windows OS:Win11IoT24-High","A777",567.00,"WH01S-NTA"
"Total Win11IoT24-High",,,,,,,,,,17,0,17,3213.00,,,3213.00,
"Win11IoT24-Value",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251184","450879","PaR SYSTEMS LLC",1,0,1,103.00,"Windows OS:Win11IoT24-Value","A689",103.00,"WH01S-NTA"
